account_number,customer_cif,customer_branch_ifsc,account_category,account_type,account_status,account_opening_date,inoperative_status_date,credit_summation_period,debit_summation_period
9191260731513,233802861754,UTIB091410,NRO,Regular,Active,10-01-2024,,1719108.69,2315801.5
79207433388152,924192954366,BKID017759,Savings,Premium,Active,05-06-2024,,643102.75,1436392.83
81068526696,924192954366,BKID017759,Recurring Deposit,BSBD,Active,11-11-2024,,1036663.18,2169054.7
755557505965,806210958694,KKBK055629,Recurring Deposit,Basic,Active,31-12-2022,,1216330.25,3085225.85
71634551282926,767631874606,IOBA074393,Current,Basic,Active,25-10-2021,,16910494.69,9688610.35
1263123445627,445916440873,IOBA047390,Current,Regular,Closed,28-08-2018,,0.0,0.0
13593852666265,936057703224,KKBK018498,NRO,BSBD,Active,28-11-2022,,3351814.35,3789573.78
27233453864,936057703224,KKBK018498,Current,Regular,Active,20-08-2023,,448970.9,819797.75
791792867250,936057703224,KKBK018498,Recurring Deposit,Corporate,Active,22-08-2018,,3693877.3,4013838.14
3925393160534382,608670899204,PUNB061274,Recurring Deposit,Regular,Active,23-01-2024,,1227697.11,693963.51
9193165836832,272841125902,UTIB068213,Fixed Deposit,Corporate,Active,25-08-2024,,1041748.28,1850593.11
9150140090007,272841125902,UTIB068213,Savings,Corporate,Active,08-12-2024,,3348568.77,4050471.69
9245469493833,272841125902,UTIB068213,Savings,Premium,Active,17-10-2024,,1564470.29,1853403.14
62667295396569,212754599392,BARB026896,Current,Regular,Active,01-11-2019,,11592661.22,6111232.53
68064688354876,212754599392,BARB026896,Current,Basic,Active,23-04-2023,,8168682.6,4019936.61
9244460221344,965367602362,UTIB066598,Recurring Deposit,Basic,Active,02-08-2022,,2306191.9,2189189.92
9266065358676,965367602362,UTIB066598,Recurring Deposit,Regular,Active,16-11-2023,,434077.93,3136983.2
250041241962,875969945665,IOBA047734,Fixed Deposit,BSBD,Active,05-03-2022,,12566178.98,5895727.35
41865461951,875969945665,IOBA047734,Current,Regular,Active,22-08-2023,,4265632.01,3862014.97
11862911783068,301707341339,IOBA087939,Savings,Corporate,Active,29-05-2023,,434537.54,1695911.66
63989322442,301707341339,IOBA087939,NRO,Premium,Active,20-03-2022,,1902115.58,1986709.12
598766880649,215867650349,ICIC098296,NRE,Basic,Frozen,07-01-2020,,0.0,0.0
575010044004,215867650349,ICIC098296,Fixed Deposit,BSBD,Active,14-12-2020,,1639687.83,2970468.25
9100908383041,962253449747,UTIB079478,NRO,BSBD,Active,22-04-2021,,967725.26,2523842.21
9265594881938,962253449747,UTIB079478,Fixed Deposit,Corporate,Active,28-10-2022,,723608.82,758303.07
26975741742453,870701435833,KKBK040796,Fixed Deposit,BSBD,Dormant,08-01-2022,06-09-2023,19071.14,0.0
45653816565105,870701435833,KKBK040796,Recurring Deposit,Basic,Active,16-07-2020,,641192.0,998875.65
6125030336440,650066709267,KKBK092732,Salary,Regular,Active,03-09-2024,,1155725.86,699765.14
78143390654169,650066709267,KKBK092732,NRO,BSBD,Active,30-08-2024,,3188562.34,2885890.52
184596403968,771809887769,CNRB024579,Fixed Deposit,Corporate,Active,07-06-2023,,979993.69,1337701.47
47524041964,771809887769,CNRB024579,Salary,Corporate,Active,23-09-2023,,1310341.33,2238640.86
38947755608839,771809887769,CNRB024579,Fixed Deposit,Regular,Active,13-06-2024,,403187.01,754300.27
25043123082,885523929290,CNRB072965,NRO,Corporate,Active,22-10-2024,,1986173.51,2345839.44
39159862912,611313221507,BARB083830,Current,Regular,Active,21-08-2024,,5911906.15,9326899.47
693031278984,611313221507,BARB083830,Fixed Deposit,Corporate,Active,25-12-2024,,4189128.66,4473297.49
9275158842910,697002900847,UTIB026875,Current,Regular,Active,26-04-2023,,5040120.85,6860084.81
9244688768592,697002900847,UTIB026875,Current,BSBD,Active,06-05-2024,,8179870.25,20360238.57
9146726605615,697002900847,UTIB026875,Recurring Deposit,Corporate,Active,24-08-2022,,4608567.03,10615748.13
84666991976409,208699206843,BKID041249,Current,Corporate,Active,15-12-2023,,632354.08,520095.02
73366836529,266680473251,SBIN061753,Current,Premium,Active,06-06-2024,,427324.14,2284498.8
310204435326,655140229207,CNRB093857,Current,Basic,Active,03-10-2020,,1627256.33,2606423.16
44294057969,655140229207,CNRB093857,Fixed Deposit,Regular,Active,23-08-2023,,521574.18,2246099.09
2992795543395519,547308510306,PUNB082347,Recurring Deposit,Regular,Active,20-07-2018,,4296176.42,6484637.65
4905256858932109,547308510306,PUNB082347,Recurring Deposit,BSBD,Active,20-05-2021,,3134627.69,3097060.93
9201589716714,249280750660,UTIB099890,Fixed Deposit,BSBD,Active,13-10-2019,,2631627.29,3430178.42
9178848809265,249280750660,UTIB099890,Salary,Regular,Active,25-06-2017,,1519988.82,2351882.82
67186401109,762872690580,SBIN022535,Salary,Premium,Closed,07-11-2024,,0.0,0.0
118409149259,322192133274,KKBK036694,Recurring Deposit,Basic,Active,13-05-2023,,1738701.04,3728203.35
600278130551,322192133274,KKBK036694,Salary,Basic,Active,14-04-2022,,957032.71,3226706.93
85308065154,678213958554,SBIN055982,Current,BSBD,Active,11-04-2022,,1557596.24,2806110.06
16040702466,678213958554,SBIN055982,Recurring Deposit,BSBD,Active,23-06-2022,,2664919.26,2466062.71
194952060914,385488966427,ICIC089615,Fixed Deposit,BSBD,Active,25-06-2021,,2219713.94,5313040.77
45566514618,681567934511,KKBK045108,NRE,BSBD,Active,02-07-2024,,1976430.63,2413998.01
634908463130,681567934511,KKBK045108,NRO,BSBD,Active,04-06-2024,,1280245.37,2378543.24
431387120221,597312798436,ICIC012395,NRO,Regular,Active,29-08-2020,,1784284.66,3477017.62
1423838033261,362305452235,IOBA040762,Savings,Regular,Active,09-03-2023,,1576670.81,1843013.03
35449566364,649902052884,BARB097490,Fixed Deposit,BSBD,Active,12-04-2016,,11275930.71,11446900.96
85105236958413,649902052884,BARB097490,Current,Basic,Active,11-12-2019,,8480492.36,4233486.36
70415351564,254611964046,BKID038128,Current,BSBD,Active,28-09-2019,,1610286.96,1971358.75
560306370464,254611964046,BKID038128,Recurring Deposit,Regular,Active,22-08-2022,,1213649.6,3449608.81
89822964142732,898458639269,HDFC014280,Salary,Premium,Active,21-12-2024,,426682.56,725135.45
6077386502390,793708458842,BARB095882,NRE,Premium,Active,28-09-2017,,877176.08,2501242.22
61195562233187,793708458842,BARB095882,NRE,BSBD,Active,17-12-2020,,1910279.26,2510576.43
16716520138,793708458842,BARB095882,Salary,Basic,Active,30-12-2023,,1103336.02,2305130.71
75697547470,529938174692,BARB086539,NRO,Regular,Active,10-08-2022,,200674.53,1736367.47
9140695588679,782270813792,UTIB051491,NRE,Premium,Active,01-10-2021,,1426965.75,2651785.77
9130382160294,782270813792,UTIB051491,NRO,BSBD,Active,09-12-2018,,3647931.48,4844663.4
60785522881883,127593514196,IOBA067020,Fixed Deposit,Corporate,Active,01-04-2017,,9506905.65,11967084.51
3996691401758,668007722228,BKID098625,Salary,Corporate,Active,03-07-2020,,2037562.73,1925463.69
8967053205971,668007722228,BKID098625,Current,BSBD,Active,27-10-2021,,1804684.35,1366978.3
9896216514644144,150510747934,PUNB035183,NRO,Basic,Active,03-09-2021,,2548971.42,3248805.73
4719672682296695,150510747934,PUNB035183,Salary,Regular,Active,20-08-2020,,1797002.6,4151668.58
48101955560149,665706417087,BKID017121,Savings,Premium,Dormant,27-01-2023,14-01-2025,1440.08,0.0
60584163972140,665706417087,BKID017121,Current,Corporate,Closed,31-12-2024,,0.0,0.0
9163236828258,390197496543,UTIB068948,Salary,Corporate,Active,25-05-2022,,1067572.9,1881530.23
9282686511858,390197496543,UTIB068948,Savings,Regular,Active,18-10-2024,,723888.45,3976368.83
9219155508113,390197496543,UTIB068948,Fixed Deposit,BSBD,Frozen,07-01-2023,,0.0,0.0
6343321881873226,488562105572,PUNB014389,Current,Corporate,Active,23-04-2023,,8876123.48,1053492.3
9287962826985,595173765857,UTIB021356,Recurring Deposit,Basic,Active,09-06-2024,,3528499.31,2846980.19
9209546591864,595173765857,UTIB021356,NRO,Premium,Active,18-02-2024,,5730767.0,2705734.81
9123386967320,595173765857,UTIB021356,NRO,BSBD,Active,11-10-2024,,2721349.89,1823470.84
69822006427,961824527869,SBIN031317,Current,Premium,Active,11-06-2024,,3370860.32,2440214.28
3658212821511,127109468595,CNRB087402,Savings,Regular,Active,10-04-2024,,1023624.69,1617793.09
36602743614099,127109468595,CNRB087402,NRE,BSBD,Active,13-11-2024,,476311.52,521822.63
744766107777,978852983832,ICIC072082,Salary,Basic,Active,19-05-2023,,327903.2,2796463.19
437972520215,978852983832,ICIC072082,Current,BSBD,Active,21-11-2023,,205690.07,1576561.33
73567557080230,525797434871,HDFC026813,Current,Corporate,Active,24-08-2024,,3911679.37,6484092.26
4197780739535,856471244391,KKBK096817,Salary,Corporate,Active,10-06-2024,,1794581.83,2642802.01
12324617863615,856471244391,KKBK096817,NRE,Regular,Active,06-08-2022,,2757257.07,4999481.68
36547692129687,611611940680,HDFC084773,Current,Corporate,Active,03-05-2024,,14682827.9,8761821.45
9324472183993,239397949975,KKBK074552,NRO,BSBD,Active,23-09-2021,,462895.43,571635.73
94429522723,885387482761,SBIN049826,Fixed Deposit,Regular,Active,27-09-2023,,3808836.68,7635007.2
26667414741,885387482761,SBIN049826,Fixed Deposit,Corporate,Active,07-08-2024,,776563.9,4836026.68
411077784114,770800248644,ICIC034222,Recurring Deposit,Premium,Active,11-09-2023,,1187774.2,4056237.09
798824916861,770800248644,ICIC034222,Recurring Deposit,BSBD,Active,05-09-2023,,1433982.32,1391882.66
17382060139718,364714472234,HDFC075274,Current,Corporate,Active,22-09-2024,,6447685.43,6144707.15
36882499358602,364714472234,HDFC075274,Current,Regular,Active,25-12-2024,,18708879.09,6533104.5
61300558858,936465813973,SBIN095117,Current,Regular,Active,14-05-2024,,8939163.01,8816096.09
90180040574,852593299483,SBIN057622,Fixed Deposit,BSBD,Active,22-08-2024,,3388859.9,3950821.87
48090071538182,591889643475,IOBA043812,NRO,Basic,Active,15-03-2022,,2108305.9,2273948.27
95530819103319,998245225347,BARB046155,NRE,Basic,Active,26-01-2017,,3541620.62,3920279.33
317404767423,998245225347,BARB046155,Recurring Deposit,Basic,Active,20-07-2016,,2316251.3,2095266.26
6526411088007,998245225347,BARB046155,Salary,Premium,Active,10-05-2022,,3418092.32,3912976.82
70208405329940,482007564496,CNRB033708,Current,Corporate,Active,28-09-2018,,1949571.32,2538097.11
701342877086,482007564496,CNRB033708,Salary,Corporate,Active,11-02-2020,,3398508.53,3965742.3
9826033198002,482007564496,CNRB033708,Salary,Regular,Active,24-03-2022,,2168857.29,4583621.78
9104594517201,494423542735,UTIB055621,Recurring Deposit,Basic,Active,31-07-2023,,1118321.96,1404048.74
9270567358032,494423542735,UTIB055621,Recurring Deposit,Regular,Active,28-06-2015,,1926242.72,1657617.06
9264513378437,494423542735,UTIB055621,Current,Corporate,Active,09-08-2018,,665642.03,1573928.75
275870648707,387161730860,ICIC044101,NRO,Premium,Active,28-12-2023,,2608668.02,5452911.63
277106569895,387161730860,ICIC044101,Salary,BSBD,Active,03-08-2023,,847883.38,2024706.79
126165230279,387161730860,ICIC044101,Savings,Basic,Active,30-11-2023,,449940.76,2824322.14
459328752324,269688523989,KKBK028953,Current,Premium,Active,02-04-2022,,2531472.71,3297448.73
3680829820338,912225998334,BKID073470,Recurring Deposit,BSBD,Active,02-04-2024,,3610212.41,5361413.36
65389060955,912225998334,BKID073470,Recurring Deposit,Basic,Active,22-02-2023,,2533876.81,3129401.07
27027381141,912225998334,BKID073470,Savings,Regular,Active,16-12-2021,,665387.44,1732129.56
7707707390489543,605783397850,PUNB040296,Salary,Regular,Active,02-09-2024,,3954689.17,3697273.53
22649321716423,753382186506,BKID040714,Current,BSBD,Dormant,08-03-2024,22-04-2024,4472.99,0.0
850365326954,753382186506,BKID040714,Salary,Corporate,Active,08-12-2023,,2584143.1,4451195.68
79950443833411,753382186506,BKID040714,Savings,Regular,Frozen,01-06-2024,,0.0,0.0
97569439521912,299551475357,CNRB020692,NRO,BSBD,Active,25-05-2024,,1569786.2,1084446.25
1914948176723318,633954960778,PUNB084696,Fixed Deposit,Premium,Active,13-12-2024,,1520759.85,8546897.29
64907082002,120343599299,SBIN015685,NRE,BSBD,Active,26-03-2024,,1672821.48,2185193.35
62948951019,898984704887,SBIN018485,NRO,BSBD,Active,29-02-2024,,1599307.61,2828650.34
93049870193,898984704887,SBIN018485,Current,BSBD,Active,17-09-2023,,275905.15,1423780.38
5909606307988,401690156188,BARB014565,NRE,Premium,Active,17-02-2024,,4313515.69,4137855.14
38628327594465,401690156188,BARB014565,Recurring Deposit,Premium,Active,22-06-2024,,2258390.22,2948399.8
523997945372,401690156188,BARB014565,NRO,BSBD,Active,22-07-2024,,5085211.36,1789168.58
58100724854584,578962193708,IOBA076570,NRO,Regular,Active,12-10-2024,,521088.28,2148370.51
8119393932633,578962193708,IOBA076570,Savings,BSBD,Active,21-01-2022,,1680835.29,2027380.03
9788782882013,578962193708,IOBA076570,NRO,Corporate,Active,15-04-2022,,910394.0,2061702.34
379955913823,693871134797,CNRB082711,Fixed Deposit,Basic,Active,16-01-2024,,907077.65,1443357.81
60217086594,693871134797,CNRB082711,Current,Premium,Active,11-08-2021,,331854.38,1120985.79
9217871920137,693871134797,CNRB082711,Savings,Regular,Active,29-08-2020,,4139987.62,5153593.12
493103336096,598217858644,KKBK070128,Current,Regular,Active,03-04-2021,,5792668.12,1491742.97
9321592922765159,286504104899,PUNB015743,Fixed Deposit,Corporate,Active,12-06-2021,,1267891.99,5503784.91
8676815530345420,286504104899,PUNB015743,Fixed Deposit,Premium,Active,25-02-2020,,1691636.01,3896352.88
8466362629744116,286504104899,PUNB015743,Current,Regular,Active,14-01-2019,,8460697.1,10000674.7
73106106401446,467001189020,HDFC040583,NRE,Corporate,Active,02-03-2023,,1741507.18,2176390.82
73574670727873,467001189020,HDFC040583,NRE,Basic,Active,22-10-2024,,1978436.71,2131101.81
88727565244852,467001189020,HDFC040583,NRO,Premium,Active,27-10-2022,,4752017.61,6360277.01
631627827955,314344041580,ICIC067830,NRE,Corporate,Active,20-02-2020,,1751599.92,1819339.24
999319767111,314344041580,ICIC067830,Current,Corporate,Active,17-07-2021,,1960288.02,3961166.04
129149453866,309885664127,CNRB025861,Current,Regular,Active,09-05-2024,,1381635.09,1595068.89
96689333328,665722190674,CNRB078637,Salary,Premium,Active,21-09-2024,,897441.24,1668107.81
8342132998644,665722190674,CNRB078637,Savings,Basic,Active,04-09-2024,,1128142.79,2821079.79
34212500277944,533216679528,HDFC095030,Fixed Deposit,BSBD,Active,25-07-2017,,6716891.42,16585080.96
66679121045876,533216679528,HDFC095030,Current,Basic,Active,27-06-2018,,13055245.0,6248861.52
84838063796008,881351531540,HDFC098256,Current,Premium,Active,18-11-2018,,586473.38,1431938.38
997745112252,920155739880,ICIC027089,NRE,Corporate,Active,20-10-2022,,1603861.71,2722671.13
631637380828,628386473206,BKID052923,Savings,Corporate,Active,01-02-2022,,1251180.03,2631945.66
4182530258704,628386473206,BKID052923,Fixed Deposit,Corporate,Active,26-08-2023,,2216760.89,5273303.01
91899919156,745279303209,CNRB097896,Fixed Deposit,Basic,Active,08-05-2023,,909789.01,1800112.61
6124280964630,745279303209,CNRB097896,NRE,BSBD,Dormant,16-02-2024,10-04-2024,0.0,162108.12
53622325038,745279303209,CNRB097896,Fixed Deposit,Corporate,Active,07-11-2020,,2326998.69,1287660.43
210032303008,712668817362,ICIC012182,Current,Basic,Active,29-09-2017,,803140.54,1766505.28
449363846475,712668817362,ICIC012182,Current,Basic,Active,08-11-2018,,368748.01,1267960.0
9141500754762,244392317830,UTIB034837,Current,Regular,Active,26-10-2024,,2199087.96,5244300.89
9137833730053,244392317830,UTIB034837,Recurring Deposit,Premium,Active,17-08-2024,,3540583.57,3661267.98
98707236989804,595291608392,HDFC013855,Recurring Deposit,BSBD,Active,19-07-2020,,1510028.74,2221492.73
654478207691,320454776046,ICIC033365,Salary,Corporate,Active,28-06-2024,,1429777.56,2630812.56
4160572562783141,131245695272,PUNB016158,Current,Regular,Active,01-10-2016,,7686001.14,20534630.53
1080767753517050,131245695272,PUNB016158,Fixed Deposit,Regular,Active,12-05-2018,,15560802.68,7121033.22
461530333598,462382766253,BKID021825,Current,Regular,Active,30-06-2023,,5876072.92,14598492.1
327305854790,462382766253,BKID021825,Current,Basic,Active,13-05-2023,,12410762.92,10228381.59
92756355706137,462382766253,BKID021825,Current,BSBD,Active,26-07-2022,,13452521.04,19615195.15
82628139254730,257561027166,HDFC041009,Current,Premium,Active,26-11-2015,,793521.32,1358500.54
9144428162012,766987987918,UTIB091982,Recurring Deposit,BSBD,Active,10-11-2024,,861412.41,1821231.13
9105712422337,766987987918,UTIB091982,Current,Basic,Active,12-10-2023,,804713.16,1360956.76
73249742100573,447989433375,HDFC016354,Salary,Regular,Active,21-09-2024,,2017378.12,2296992.94
73931156043792,345822260763,KKBK033514,Current,BSBD,Active,30-11-2018,,2823624.42,8981673.5
540352822272,345822260763,KKBK033514,Fixed Deposit,Regular,Active,04-02-2022,,5447275.85,3084732.57
76294442113,345822260763,KKBK033514,Fixed Deposit,Regular,Active,14-11-2017,,6798732.61,3230616.76
143092759635,202965994275,ICIC036793,Recurring Deposit,Regular,Dormant,25-07-2024,01-11-2024,415.93,1886.62
831184941866,202965994275,ICIC036793,NRE,Regular,Active,14-11-2024,,3074077.08,4417985.66
662191554915,202965994275,ICIC036793,Salary,Regular,Active,03-10-2024,,1167082.57,1599000.36
213251144183,890422136292,BKID098944,NRE,BSBD,Active,10-12-2022,,18708069.56,12701012.62
56508057820253,890422136292,BKID098944,Fixed Deposit,Regular,Active,05-08-2019,,6652422.67,10660452.3
3002744160240373,749477720019,PUNB044288,NRE,BSBD,Active,22-04-2022,,1125833.1,2342216.87
3892360135612547,749477720019,PUNB044288,Savings,Corporate,Active,23-09-2021,,1230727.64,1424343.25
2422598462016453,437081653456,PUNB094742,NRE,Regular,Active,02-03-2021,,1344167.39,1660178.97
3394050974269078,437081653456,PUNB094742,Fixed Deposit,Corporate,Active,09-12-2018,,727961.41,1889897.57
3610339241459146,437081653456,PUNB094742,NRO,BSBD,Active,09-11-2024,,1208244.58,2452089.86
360105200723,746423805147,BKID047531,Fixed Deposit,Regular,Dormant,25-12-2023,13-04-2024,5661.66,6845.89
384990876751,746423805147,BKID047531,NRO,Corporate,Active,29-06-2020,,756939.9,1820275.0
678726232278,847539240699,ICIC011264,Current,Basic,Active,17-09-2024,,2164090.99,647506.68
751446741594,847539240699,ICIC011264,Current,Corporate,Active,21-06-2024,,1358718.31,1230221.85
717051477312,847539240699,ICIC011264,Current,Basic,Active,20-02-2024,,4356022.37,5308297.45
13165162339,255161570630,SBIN036065,Recurring Deposit,Corporate,Active,01-02-2022,,2373325.46,3869150.12
8734169578257479,619970385888,PUNB088900,Recurring Deposit,Basic,Active,06-08-2024,,2173271.66,4136613.63
4912932490089340,619970385888,PUNB088900,Fixed Deposit,Basic,Active,19-01-2019,,3995762.99,6137820.75
5996127798279,131816019757,IOBA067462,Current,Basic,Active,12-08-2023,,1327734.32,1845950.32
4986182627831,131816019757,IOBA067462,Salary,Basic,Active,06-06-2024,,292962.59,2494544.17
2278398307265,131816019757,IOBA067462,NRO,BSBD,Active,26-08-2021,,2392485.37,3370472.52
476703696613,984895263648,ICIC075700,Fixed Deposit,Corporate,Closed,16-08-2023,,0.0,0.0
87161948799912,243357101655,HDFC062933,Fixed Deposit,Corporate,Active,16-07-2020,,967556.65,2428799.76
31180316883811,243357101655,HDFC062933,Current,Regular,Active,09-12-2022,,4599088.05,575293.45
7060467003067987,786537374271,PUNB099642,Fixed Deposit,Basic,Active,22-01-2024,,4499086.6,6845298.63
2422263579819286,786537374271,PUNB099642,Current,BSBD,Active,30-04-2023,,1528640.36,7129069.22
1371091114741678,786537374271,PUNB099642,Fixed Deposit,BSBD,Active,15-06-2023,,3922357.71,3996267.57
291302814120,621830618438,ICIC023554,Savings,Regular,Active,27-10-2024,,904597.25,1732737.72
779405012673,621830618438,ICIC023554,Savings,Basic,Dormant,16-03-2022,08-08-2022,42728.86,0.0
724822171505,621830618438,ICIC023554,NRO,BSBD,Dormant,03-04-2021,02-09-2023,48029.54,157442.84
9004571637860726,439614185973,PUNB088630,Fixed Deposit,Premium,Active,12-02-2018,,2946726.65,2333717.03
58045344247,295312722964,KKBK012292,Salary,Corporate,Active,28-10-2020,,339536.23,2946304.7
70078422358,155625018780,SBIN061272,Current,BSBD,Active,20-12-2018,,2433676.9,1354311.09
9616455770935,621402199787,BKID059156,Salary,Regular,Active,15-12-2021,,643211.68,2274177.48
982291112680,695240260603,KKBK094344,Salary,Regular,Active,14-03-2020,,1316663.88,1964595.07
236503577803,328231123698,ICIC030557,Fixed Deposit,Basic,Active,26-05-2023,,5044337.12,5078774.75
361012277249,328231123698,ICIC030557,Current,Basic,Active,12-08-2023,,454401.7,2407965.96
310768515485,893444795351,ICIC045056,Salary,Corporate,Active,10-08-2017,,2271477.14,2348012.54
7905416518276215,356032251539,PUNB046497,Fixed Deposit,Premium,Active,16-08-2020,,1691821.73,4016124.27
3062276261528107,356032251539,PUNB046497,NRO,Basic,Active,20-06-2022,,3858543.34,5034982.58
7522017964775458,356032251539,PUNB046497,Recurring Deposit,Basic,Active,17-11-2023,,2010885.31,4707650.76
36809560154,306473191991,BKID024064,Current,Premium,Active,17-03-2020,,879048.9,1647350.62
2704584877069,306473191991,BKID024064,Current,Regular,Active,13-09-2024,,2373953.56,3711315.66
87280885646226,557702721865,CNRB082452,Fixed Deposit,BSBD,Active,28-12-2020,,1464110.53,3186549.02
61538113098291,557702721865,CNRB082452,NRE,Premium,Active,02-08-2019,,682922.53,2476863.83
142976513160,557702721865,CNRB082452,NRO,Premium,Active,05-07-2023,,919168.44,1265162.99
56993646764,620564893070,SBIN044386,Savings,Premium,Active,21-10-2021,,376867.73,1004880.59
15147507619936,755047676326,CNRB057168,Salary,Corporate,Active,16-04-2024,,2242979.54,4322664.95
9578719945928,144097838548,KKBK030729,Current,Regular,Frozen,05-06-2023,,0.0,0.0
942803003898,542473436073,IOBA062188,NRE,BSBD,Closed,06-09-2024,,0.0,0.0
47236761907,542473436073,IOBA062188,Savings,Regular,Active,15-11-2023,,733353.91,912701.69
1471704327572841,373368259976,PUNB021778,Salary,Basic,Active,27-01-2023,,172333.58,2863405.75
7319467943095260,373368259976,PUNB021778,Savings,Corporate,Active,30-12-2021,,2199666.22,2039003.92
6912257840536785,373368259976,PUNB021778,Fixed Deposit,Premium,Active,24-12-2024,,3316123.23,3340899.96
5076615916965513,730632199784,PUNB068057,Fixed Deposit,BSBD,Active,19-04-2022,,1909871.1,3936510.53
7251782567852855,730632199784,PUNB068057,NRO,Corporate,Active,20-08-2023,,3492877.1,6972097.44
1087387267657842,730632199784,PUNB068057,Savings,BSBD,Active,24-03-2024,,673023.15,2257687.9
9160703870467,367482788561,UTIB088230,Fixed Deposit,Basic,Active,28-08-2019,,2531018.07,4719797.16
9120120557202,367482788561,UTIB088230,NRE,Basic,Active,21-11-2019,,283404.67,2079178.67
9276428864991,367482788561,UTIB088230,Savings,Basic,Active,31-10-2019,,566837.08,543047.37
52771493690,732167109398,IOBA068773,Current,Regular,Active,18-11-2020,,1868555.54,2984362.26
76337468672,732167109398,IOBA068773,NRO,Regular,Active,06-01-2023,,4889803.3,3169183.31
81172403519,732167109398,IOBA068773,Salary,Basic,Active,10-07-2022,,1494629.98,2372697.94
79462762581,427033868606,SBIN048277,Savings,Basic,Active,05-11-2020,,2454492.76,4124744.09
320270576243,259379667997,BARB046915,Fixed Deposit,Premium,Active,26-03-2021,,5965525.88,9504616.67
7049555050204,259379667997,BARB046915,Current,Premium,Dormant,03-12-2021,07-07-2024,70129.5,0.0
30478032983,964692411076,SBIN086552,Fixed Deposit,Premium,Active,23-08-2023,,5093239.87,1435806.33
7186994561074,168713644470,CNRB081509,NRE,Regular,Active,19-12-2022,,2199567.98,4783488.17
57930769777,168713644470,CNRB081509,Current,Regular,Active,07-05-2021,,919039.03,3049709.18
158738774573,909090147346,CNRB044378,Current,Basic,Active,03-09-2024,,6050797.52,11507323.22
66922318991,909090147346,CNRB044378,Fixed Deposit,Regular,Active,04-06-2023,,7205937.47,4729741.1
82117551272,266333848135,IOBA079783,Fixed Deposit,BSBD,Active,24-10-2019,,3243504.33,659911.11
74787410934,185945218864,CNRB075812,NRO,Premium,Active,14-12-2024,,3166303.69,7947074.3
188777588070,185945218864,CNRB075812,Savings,Basic,Active,21-03-2024,,6928820.83,9662215.74
95715340848,185945218864,CNRB075812,NRO,Corporate,Active,12-03-2023,,3084643.44,10680091.02
720504448991,132120828655,ICIC082871,Savings,Corporate,Active,08-02-2016,,863186.68,3322919.27
13080733404,108035889350,SBIN032283,NRO,Basic,Active,30-08-2024,,3181728.04,4564764.69
86323258755013,649422364238,BKID012236,Fixed Deposit,Regular,Active,04-02-2021,,4176627.28,4477770.47
5728303635414,691792635816,IOBA061739,Savings,Regular,Active,16-10-2019,,1616156.55,2562504.54
686413067536,486405782150,ICIC095226,NRE,Corporate,Active,15-01-2023,,1215832.23,2117905.59
266811543514,486405782150,ICIC095226,NRO,Basic,Active,18-12-2024,,1524819.28,3296542.1
893299821767,486405782150,ICIC095226,Fixed Deposit,Basic,Active,24-10-2024,,2444013.88,2946533.0
74649399245,276004860220,SBIN036016,NRE,Regular,Active,28-08-2017,,10773558.48,7671750.12
98971206941564,899142018724,BKID082035,NRE,Basic,Active,28-06-2022,,1057131.44,3888079.94
57811332156,899142018724,BKID082035,Recurring Deposit,BSBD,Frozen,24-04-2023,,0.0,0.0
55720985679,899142018724,BKID082035,NRE,Regular,Dormant,19-07-2024,08-09-2024,7366.31,54608.2
42770875925030,477286394205,HDFC017376,Fixed Deposit,Premium,Active,27-10-2015,,2218664.11,17249457.93
33097048752574,477286394205,HDFC017376,Current,Premium,Active,02-08-2021,,162926.68,3766033.87
76551127809421,477286394205,HDFC017376,Current,Premium,Active,29-09-2019,,8683704.83,17400939.61
907225281500,896069673510,BKID067052,Savings,Basic,Active,10-03-2024,,1348388.05,2328323.55
8849876476967,896069673510,BKID067052,NRE,BSBD,Active,21-10-2020,,773541.76,1719682.3
2369855462947,170669174848,IOBA090096,NRO,Premium,Active,21-12-2018,,996825.36,1408580.51
4189820872487184,804252370041,PUNB036792,Recurring Deposit,Premium,Dormant,26-07-2017,24-04-2022,55294.13,10201.56
1655249988220,256982694146,BKID036935,NRO,Premium,Active,22-04-2024,,2401327.4,3929095.96
2033834574304,256982694146,BKID036935,Current,BSBD,Active,07-06-2024,,5284316.91,4799904.94
4898791439824,256982694146,BKID036935,NRE,Regular,Active,06-07-2024,,5004811.51,4259935.38
9159303998493,349358867757,UTIB027970,Fixed Deposit,Regular,Active,16-10-2021,,1911765.33,3968744.72
9124417445109,349358867757,UTIB027970,Fixed Deposit,Regular,Active,19-01-2024,,655342.28,2595375.56
9145361989385,349358867757,UTIB027970,Recurring Deposit,BSBD,Active,24-12-2022,,780162.26,2154135.74
634633895645,165198118992,ICIC047761,NRO,Regular,Active,07-02-2020,,1075977.82,2792372.63
479940681103,165198118992,ICIC047761,NRE,Premium,Active,06-07-2020,,2902311.92,5052114.95
658897452352,165198118992,ICIC047761,Savings,Premium,Active,30-10-2018,,2505732.92,2411624.11
89175957066,629248393693,IOBA059828,Fixed Deposit,Basic,Active,03-04-2021,,399735.96,4751778.36
26112430613131,600201957224,HDFC066553,Recurring Deposit,Corporate,Active,23-10-2023,,1920594.83,4654459.12
86859854889032,600201957224,HDFC066553,Savings,Corporate,Frozen,08-11-2020,,0.0,0.0
