wallet_id,customer_cif,wallet_kyc_category,wallet_status,wallet_opening_date,escrow_account_linked,per_txn_limit,daily_txn_limit,monthly_txn_limit,annual_txn_limit,max_balance_limit,linked_bank_account
WLT967068399885,713782692015,Full KYC,Active,03-03-2020,ESC7273544610558,200000,200000,200000,2400000,200000,35108216957
WLT009661424847,997616197164,Minimum KYC,Active,24-11-2019,ESC2449791494956,10000,10000,10000,120000,10000,762254423232
WLT445560621577,966216312396,Full KYC,Active,22-08-2019,ESC6130997054398,200000,200000,200000,2400000,200000,23922726681945
WLT943104262216,286261442339,Full KYC,Active,29-09-2019,ESC7871500977933,200000,200000,200000,2400000,200000,26775823917441
WLT232216369737,564769616454,Full KYC,Active,14-05-2021,ESC7347053069930,200000,200000,200000,2400000,200000,9224477097825
WLT940245591924,415908686997,Minimum KYC,Active,21-06-2022,ESC7789235343726,10000,10000,10000,120000,10000,2118739276395
WLT382744769940,878091488238,Minimum KYC,Closed,17-03-2020,ESC8700551871619,10000,10000,10000,120000,10000,74566590674463
WLT978804229492,439316264993,Minimum KYC,Active,10-12-2023,ESC5618952115845,10000,10000,10000,120000,10000,68841562332030
WLT559032618446,149439900581,Full KYC,Active,04-06-2023,ESC8270263778889,200000,200000,200000,2400000,200000,51621449049
WLT798313518704,888636983157,Full KYC,Active,01-12-2022,ESC1656396351411,200000,200000,200000,2400000,200000,560751937764
WLT549225730763,482709990164,Minimum KYC,Active,04-02-2018,ESC5750064691179,10000,10000,10000,120000,10000,10056046409
WLT426151427719,934582042433,Full KYC,Active,08-02-2024,ESC9764758913873,200000,200000,200000,2400000,200000,92579629635004
WLT014768860593,130440076763,Minimum KYC,Active,04-04-2023,ESC3941793668422,10000,10000,10000,120000,10000,246692532029
WLT321199545208,911279042976,Minimum KYC,Active,31-05-2018,ESC1245010472520,10000,10000,10000,120000,10000,4580332552225
WLT534042445290,200312282964,Full KYC,Closed,22-07-2023,ESC8733095369375,200000,200000,200000,2400000,200000,65814391710
WLT716647614950,717608168177,Full KYC,Active,03-08-2022,ESC8169979824679,200000,200000,200000,2400000,200000,790756355568
WLT059679829875,365556474560,Minimum KYC,Active,02-12-2020,ESC4377677447424,10000,10000,10000,120000,10000,68106989277164
WLT046304600452,110388598909,Full KYC,Active,29-09-2020,ESC3084126911971,200000,200000,200000,2400000,200000,37378398423378
WLT243432914098,109097938223,Minimum KYC,Active,23-06-2021,ESC1692895605194,10000,10000,10000,120000,10000,75509961843
WLT904573487105,839923206952,Full KYC,Active,02-05-2019,ESC2994347217672,200000,200000,200000,2400000,200000,15657255769
WLT754838454924,137614787457,Minimum KYC,Active,08-03-2022,ESC7947419470605,10000,10000,10000,120000,10000,30614580560
WLT952798270253,398581166116,Full KYC,Active,13-07-2022,ESC6970481507544,200000,200000,200000,2400000,200000,57359050663
WLT331350504429,744814154655,Minimum KYC,Active,21-02-2024,ESC3469144435015,10000,10000,10000,120000,10000,9584540346822
WLT267801363277,727705180753,Full KYC,Active,16-11-2023,ESC9944362061196,200000,200000,200000,2400000,200000,604001080658
WLT511493323640,601927415203,Minimum KYC,Closed,30-03-2020,ESC7488044597602,10000,10000,10000,120000,10000,40243269297
WLT096754860636,896196553798,Minimum KYC,Active,10-12-2020,ESC8088829125230,10000,10000,10000,120000,10000,4174514213508563
WLT282505917753,706591715356,Full KYC,Suspended,01-05-2019,ESC5583713798169,200000,200000,200000,2400000,200000,9213582730796
WLT034224140023,100541519541,Minimum KYC,Active,23-03-2019,ESC1339894248957,10000,10000,10000,120000,10000,16831128386
WLT486819375573,562413339814,Full KYC,Active,20-04-2024,ESC2518135344199,200000,200000,200000,2400000,200000,6602862834814
WLT238052651854,592460120944,Minimum KYC,Active,10-02-2024,ESC7194782377079,10000,10000,10000,120000,10000,9126028873988
WLT929707928911,243055913002,Full KYC,Active,09-03-2022,ESC5788742976657,200000,200000,200000,2400000,200000,9262242242124
WLT884230199813,490224020969,Minimum KYC,Active,22-04-2023,ESC3300479452337,10000,10000,10000,120000,10000,58042689070891
WLT061049686740,658150353628,Full KYC,Active,06-11-2024,ESC8214746157664,200000,200000,200000,2400000,200000,7341007561132
WLT681736965227,782120676282,Full KYC,Active,17-03-2024,ESC9706137248320,200000,200000,200000,2400000,200000,80259828259
WLT172882362954,792532708803,Full KYC,Suspended,01-05-2023,ESC3401171513994,200000,200000,200000,2400000,200000,618851230732
WLT638116438626,363397428322,Full KYC,Active,21-04-2024,ESC7375113273273,200000,200000,200000,2400000,200000,6134527842642
WLT930712453303,108011990807,Full KYC,Active,19-06-2024,ESC2579862380990,200000,200000,200000,2400000,200000,66077456264967
WLT537428506820,119969670188,Full KYC,Active,18-03-2024,ESC3583802420988,200000,200000,200000,2400000,200000,47157031139
WLT096391729746,684895009434,Full KYC,Closed,01-06-2019,ESC2616184917256,200000,200000,200000,2400000,200000,19569236883144
WLT248097670422,856255599686,Full KYC,Closed,16-07-2024,ESC5106002368738,200000,200000,200000,2400000,200000,674525556590
WLT302235811365,597809957580,Full KYC,Active,24-05-2019,ESC7756662395293,200000,200000,200000,2400000,200000,72686141056
WLT821129732751,463349745358,Full KYC,Active,12-10-2018,ESC7681368442155,200000,200000,200000,2400000,200000,34426335125449
WLT881599654403,791009995408,Full KYC,Active,04-06-2023,ESC4031369640104,200000,200000,200000,2400000,200000,926951052866
WLT557044769279,789659768861,Minimum KYC,Active,27-01-2024,ESC6616002711452,10000,10000,10000,120000,10000,9066484104542611
WLT032369734779,266089874017,Full KYC,Active,27-11-2018,ESC8373117801510,200000,200000,200000,2400000,200000,79982849959
WLT337133832814,834992121292,Full KYC,Active,20-11-2024,ESC7970609495035,200000,200000,200000,2400000,200000,54740206250081
WLT135982969529,642680978084,Minimum KYC,Active,02-11-2024,ESC2407205926834,10000,10000,10000,120000,10000,437264771729
WLT525577431359,713056752982,Full KYC,Active,04-10-2023,ESC7914158354483,200000,200000,200000,2400000,200000,7433610063953
WLT082997850973,749710465699,Minimum KYC,Active,27-01-2024,ESC7852943638823,10000,10000,10000,120000,10000,65539625462218
WLT663679901908,860879484023,Full KYC,Active,15-06-2024,ESC2705392279050,200000,200000,200000,2400000,200000,3625013125446
WLT639504605373,802915448123,Full KYC,Active,13-05-2023,ESC9936065185619,200000,200000,200000,2400000,200000,36278373692
WLT683632919882,126473487539,Full KYC,Active,02-03-2018,ESC3617267820259,200000,200000,200000,2400000,200000,24838933303565
WLT723180306562,736788615419,Full KYC,Active,30-04-2024,ESC1132978281047,200000,200000,200000,2400000,200000,18426360408
WLT601571577465,818548492384,Full KYC,Closed,10-04-2024,ESC1880165287696,200000,200000,200000,2400000,200000,73396868190
WLT395050280953,851982965632,Full KYC,Active,05-05-2022,ESC8510865960133,200000,200000,200000,2400000,200000,56445568482
WLT652085856901,601736470475,Full KYC,Active,05-10-2022,ESC4296004875343,200000,200000,200000,2400000,200000,11857780755
WLT391817850314,151642767211,Minimum KYC,Active,18-10-2018,ESC5525625974817,10000,10000,10000,120000,10000,85864181530199
WLT226534765229,996400972821,Full KYC,Active,12-07-2022,ESC8681246013176,200000,200000,200000,2400000,200000,4060621677323
WLT628013022775,677691213311,Minimum KYC,Active,13-12-2024,ESC8547934309667,10000,10000,10000,120000,10000,80949449574708
WLT971641737128,375370636760,Minimum KYC,Suspended,23-10-2023,ESC9712276548962,10000,10000,10000,120000,10000,91772696133265
WLT803718809246,274939005469,Full KYC,Active,03-05-2020,ESC8695027248893,200000,200000,200000,2400000,200000,4254101726090
WLT160626060765,480608992930,Full KYC,Active,29-08-2024,ESC6075874263260,200000,200000,200000,2400000,200000,82123014251
WLT873543489992,358809918068,Full KYC,Active,07-09-2022,ESC6995420450748,200000,200000,200000,2400000,200000,2697200028578727
WLT936901166365,208328304805,Minimum KYC,Active,17-09-2023,ESC3413303309783,10000,10000,10000,120000,10000,9583969303266
WLT687667159644,261323119050,Full KYC,Active,27-02-2017,ESC1037738672677,200000,200000,200000,2400000,200000,77596849435
WLT650592484146,269027266906,Full KYC,Active,15-03-2024,ESC4249599760124,200000,200000,200000,2400000,200000,815464216621
WLT935665546931,962027685636,Minimum KYC,Closed,20-12-2022,ESC3698823270377,10000,10000,10000,120000,10000,7806664478644
WLT315345652230,436084116529,Full KYC,Active,13-03-2021,ESC8703071941210,200000,200000,200000,2400000,200000,758406042496
WLT364257525879,491584474950,Minimum KYC,Active,15-09-2024,ESC1233317573178,10000,10000,10000,120000,10000,68332197534155
WLT030861703283,199278117726,Minimum KYC,Active,04-06-2021,ESC7627877838466,10000,10000,10000,120000,10000,87261718643185
WLT651240695735,519752172189,Minimum KYC,Active,21-05-2021,ESC2508576056084,10000,10000,10000,120000,10000,53414337141334
WLT512622724141,353035450518,Full KYC,Active,14-06-2018,ESC1265905839362,200000,200000,200000,2400000,200000,5196463795369
WLT082695482638,606222160527,Minimum KYC,Suspended,18-10-2019,ESC4976228273179,10000,10000,10000,120000,10000,707761260140
WLT177203520694,262930402374,Full KYC,Active,12-03-2023,ESC3049808857710,200000,200000,200000,2400000,200000,7983259028910832
WLT102880636224,344145800290,Minimum KYC,Active,22-10-2024,ESC5367241585750,10000,10000,10000,120000,10000,7843508593914
WLT220450786098,362494979597,Minimum KYC,Active,04-06-2022,ESC4452068796728,10000,10000,10000,120000,10000,810406748316
WLT821015620795,423469622555,Minimum KYC,Suspended,28-01-2022,ESC5140425831064,10000,10000,10000,120000,10000,9119233712039
WLT605634535916,572344074010,Full KYC,Active,25-12-2021,ESC7642912576039,200000,200000,200000,2400000,200000,98665168685
WLT373155353576,936691608453,Full KYC,Active,29-11-2016,ESC5372188722343,200000,200000,200000,2400000,200000,26819556918358
WLT115717593131,327056450413,Minimum KYC,Closed,02-02-2022,ESC7784462651512,10000,10000,10000,120000,10000,95327590533
WLT218992807233,605996127471,Full KYC,Active,22-02-2022,ESC9636252424483,200000,200000,200000,2400000,200000,9299391209895
WLT739719723000,532781022224,Full KYC,Active,21-05-2024,ESC5674599573959,200000,200000,200000,2400000,200000,5806883119261874
WLT905997524766,342667565019,Minimum KYC,Active,22-08-2023,ESC3633568993269,10000,10000,10000,120000,10000,36392356924
WLT308335578046,645260666708,Full KYC,Active,07-07-2021,ESC2065550005466,200000,200000,200000,2400000,200000,4107627159590
WLT355410254018,590407731982,Full KYC,Active,04-11-2024,ESC9238941053754,200000,200000,200000,2400000,200000,809125953700
WLT795693697494,205460228719,Full KYC,Active,09-02-2024,ESC5814168446463,200000,200000,200000,2400000,200000,80997851663974
WLT732779935593,880699288191,Minimum KYC,Active,23-01-2021,ESC9733466276232,10000,10000,10000,120000,10000,60366107759952
WLT232038779600,237007171669,Full KYC,Suspended,11-05-2023,ESC4463848320300,200000,200000,200000,2400000,200000,52624483422
WLT519575314945,337660192017,Minimum KYC,Active,26-02-2023,ESC7397413345554,10000,10000,10000,120000,10000,9187629384121
WLT044173503212,767508505749,Minimum KYC,Active,18-01-2023,ESC9894393054579,10000,10000,10000,120000,10000,69200317134395
WLT442388558725,463522388257,Minimum KYC,Active,20-05-2019,ESC7201352857480,10000,10000,10000,120000,10000,74465855100
WLT970374443315,613290416800,Minimum KYC,Active,29-03-2019,ESC7315856685140,10000,10000,10000,120000,10000,928373908476
WLT528245025853,198012964633,Full KYC,Active,07-05-2021,ESC7488795341223,200000,200000,200000,2400000,200000,46586763216173
WLT379300654193,348433509103,Minimum KYC,Active,11-01-2023,ESC7564738959715,10000,10000,10000,120000,10000,70286248723614
WLT443221934229,312210348440,Minimum KYC,Active,30-01-2021,ESC5595612683901,10000,10000,10000,120000,10000,51642096344133
WLT381399591300,874767700497,Full KYC,Active,24-12-2024,ESC4853658291832,200000,200000,200000,2400000,200000,83665610802
WLT156749599231,245612849988,Full KYC,Active,20-03-2023,ESC9379972780719,200000,200000,200000,2400000,200000,3019626399422
WLT188995216607,373506668853,Minimum KYC,Active,14-02-2020,ESC4865632208930,10000,10000,10000,120000,10000,9125721173691
WLT550057804417,848444455131,Full KYC,Active,04-11-2022,ESC4852958303220,200000,200000,200000,2400000,200000,1736557266068
WLT801316306620,107212347326,Minimum KYC,Active,21-02-2024,ESC5596280818040,10000,10000,10000,120000,10000,4939129310552
WLT822248411796,451204800625,Minimum KYC,Active,22-01-2020,ESC5408771166155,10000,10000,10000,120000,10000,17618889115
WLT413677860809,505163070033,Full KYC,Active,04-08-2021,ESC5718570804490,200000,200000,200000,2400000,200000,8113334771755
WLT799591840500,127109468595,Minimum KYC,Active,31-05-2024,ESC5361609390910,10000,10000,10000,120000,10000,12639084263316
WLT944964842305,542967158611,Full KYC,Active,01-12-2022,ESC7836051999107,200000,200000,200000,2400000,200000,81508245761556
WLT411986859465,459499281463,Full KYC,Active,18-01-2023,ESC7765118475992,200000,200000,200000,2400000,200000,1061946828261
WLT470299943344,704693023818,Minimum KYC,Closed,19-04-2022,ESC3832342731655,10000,10000,10000,120000,10000,2663223586535
WLT775968399645,759278209203,Full KYC,Active,31-01-2019,ESC1230096335467,200000,200000,200000,2400000,200000,9290541137044
WLT088123696426,909436698694,Full KYC,Active,04-04-2019,ESC7052030690319,200000,200000,200000,2400000,200000,628857503564
WLT542509426297,216233199997,Full KYC,Active,14-09-2021,ESC8921326005127,200000,200000,200000,2400000,200000,87429130725568
WLT735291947928,547605774964,Minimum KYC,Active,15-05-2024,ESC6429975775072,10000,10000,10000,120000,10000,138154159111
WLT136131511809,810508421585,Minimum KYC,Active,02-03-2023,ESC1502917063159,10000,10000,10000,120000,10000,653320989849
WLT127531932202,239838440937,Full KYC,Active,12-08-2024,ESC6249770070182,200000,200000,200000,2400000,200000,9279118195121
WLT176799901969,431536544621,Minimum KYC,Active,27-05-2023,ESC9523772141258,10000,10000,10000,120000,10000,55939142835992
WLT624684827737,957593090176,Full KYC,Active,08-01-2019,ESC1440530216610,200000,200000,200000,2400000,200000,268716320667
WLT357710177630,718982651235,Full KYC,Active,20-03-2021,ESC5659736534179,200000,200000,200000,2400000,200000,4901899977550
WLT782447084749,224468874397,Minimum KYC,Active,15-04-2022,ESC5581081975027,10000,10000,10000,120000,10000,9144366207208
WLT520119655778,835373864487,Full KYC,Active,28-06-2017,ESC9470198350992,200000,200000,200000,2400000,200000,9166465252801
WLT190508925949,958784727333,Full KYC,Active,05-05-2024,ESC2110110784702,200000,200000,200000,2400000,200000,12933393431405
WLT188850719406,617532965866,Minimum KYC,Closed,16-07-2021,ESC2214969694234,10000,10000,10000,120000,10000,16475737399669
WLT045324463111,768900369929,Full KYC,Active,23-11-2021,ESC6518006204830,200000,200000,200000,2400000,200000,81897658310
WLT341456909290,731275365086,Full KYC,Active,22-07-2018,ESC6856003572711,200000,200000,200000,2400000,200000,90344570358
WLT574773474361,892992196981,Full KYC,Active,15-09-2018,ESC6919395964686,200000,200000,200000,2400000,200000,9247933310634
WLT447002635861,638236715425,Minimum KYC,Active,22-02-2022,ESC6688775896791,10000,10000,10000,120000,10000,9871296072124808
WLT962426812603,885159491111,Full KYC,Active,18-10-2023,ESC9059333437739,200000,200000,200000,2400000,200000,73361043319154
WLT157079959281,959252408321,Minimum KYC,Active,07-12-2022,ESC9701362602561,10000,10000,10000,120000,10000,87586407484671
WLT068410637077,924156878512,Full KYC,Suspended,08-10-2024,ESC2523192045729,200000,200000,200000,2400000,200000,9201437510544
WLT609360733942,208330278460,Full KYC,Active,05-04-2016,ESC8697050799999,200000,200000,200000,2400000,200000,34691908246412
WLT776737550587,166756255731,Full KYC,Active,04-02-2024,ESC2368751020582,200000,200000,200000,2400000,200000,18746424180
WLT992730704774,120253489120,Minimum KYC,Active,02-02-2023,ESC4353857553554,10000,10000,10000,120000,10000,321394528682
WLT920248866827,650792044209,Minimum KYC,Active,27-02-2022,ESC1640443184015,10000,10000,10000,120000,10000,1850559258773652
WLT800218889530,585390607891,Minimum KYC,Active,30-04-2024,ESC6241887769940,10000,10000,10000,120000,10000,7815154829144
WLT011329845540,672373646494,Minimum KYC,Active,08-04-2023,ESC4511851574425,10000,10000,10000,120000,10000,1521914210100
WLT777118209927,741792250825,Full KYC,Active,17-02-2024,ESC7502219763315,200000,200000,200000,2400000,200000,9167933414269
WLT493937417164,184728372866,Minimum KYC,Active,03-10-2024,ESC6674126693686,10000,10000,10000,120000,10000,7017858165289830
WLT143034483645,801464380020,Minimum KYC,Active,18-06-2017,ESC2805229511081,10000,10000,10000,120000,10000,5785029929902331
WLT645390921613,708014328740,Minimum KYC,Active,12-01-2021,ESC4641658494589,10000,10000,10000,120000,10000,7435000551479
WLT077369789734,110790870509,Full KYC,Active,07-08-2019,ESC1505156954945,200000,200000,200000,2400000,200000,638402694241
WLT390025123308,851897428968,Full KYC,Active,13-06-2024,ESC8439987297826,200000,200000,200000,2400000,200000,7491051855574712
WLT741280332128,503100940177,Full KYC,Closed,12-05-2020,ESC5248041521914,200000,200000,200000,2400000,200000,48324049139273
WLT938717440398,283695007893,Minimum KYC,Active,05-01-2023,ESC6456126785338,10000,10000,10000,120000,10000,8453052667205546
WLT521785986157,332998845595,Minimum KYC,Active,02-07-2024,ESC7279242854932,10000,10000,10000,120000,10000,9231881898793
WLT106336810410,930534010492,Full KYC,Active,21-05-2023,ESC1288590854292,200000,200000,200000,2400000,200000,8518889752145
WLT846681835406,605584379556,Minimum KYC,Active,18-05-2020,ESC4014662487044,10000,10000,10000,120000,10000,48931680348206
WLT001274513660,196310938570,Minimum KYC,Active,18-07-2021,ESC1753271535581,10000,10000,10000,120000,10000,9641594180847
WLT556046901366,337467673096,Minimum KYC,Active,17-01-2024,ESC9709953185807,10000,10000,10000,120000,10000,838350502362
WLT287629999054,674211910472,Full KYC,Active,01-03-2020,ESC2282498859556,200000,200000,200000,2400000,200000,78226558561543
WLT848465620043,900949146831,Minimum KYC,Active,09-08-2023,ESC2681565739681,10000,10000,10000,120000,10000,70298533010882
WLT828800890070,267930190065,Full KYC,Active,28-12-2022,ESC3069356115503,200000,200000,200000,2400000,200000,68642986688442
WLT266002070854,963084746710,Full KYC,Active,20-01-2025,ESC3792852919398,200000,200000,200000,2400000,200000,52486699927309
WLT073442352186,256202901078,Full KYC,Active,23-08-2023,ESC3293349805150,200000,200000,200000,2400000,200000,8147736248190
WLT572308364131,844253968239,Minimum KYC,Active,25-01-2021,ESC6739885411968,10000,10000,10000,120000,10000,59158914653
WLT998763353698,426854693496,Full KYC,Active,27-07-2023,ESC8228166377580,200000,200000,200000,2400000,200000,564461955662
WLT559519867720,118530570661,Full KYC,Active,26-06-2023,ESC1535689664385,200000,200000,200000,2400000,200000,8690307835661
WLT348977678383,605017086072,Full KYC,Active,18-07-2019,ESC4335444636010,200000,200000,200000,2400000,200000,61433104121
WLT265463646195,505798378923,Full KYC,Closed,16-10-2023,ESC2438543894524,200000,200000,200000,2400000,200000,20831190355
WLT045917900546,294493901174,Full KYC,Active,20-04-2018,ESC2667464660464,200000,200000,200000,2400000,200000,9103801740513
WLT522603860790,635075445838,Minimum KYC,Active,21-05-2021,ESC4654798085414,10000,10000,10000,120000,10000,28761635723
WLT919484930518,423896710532,Minimum KYC,Active,27-07-2022,ESC5336062264476,10000,10000,10000,120000,10000,4152529577768
WLT004470127521,668007722228,Full KYC,Active,05-12-2020,ESC5326434346258,200000,200000,200000,2400000,200000,8584921447601904
WLT517745409953,355165213760,Full KYC,Suspended,26-08-2022,ESC1104351182606,200000,200000,200000,2400000,200000,1877946506170
WLT977251597368,746114412982,Full KYC,Active,10-08-2022,ESC1171027802721,200000,200000,200000,2400000,200000,96397241264
WLT600877351546,888599803847,Minimum KYC,Active,19-08-2024,ESC7424065824082,10000,10000,10000,120000,10000,303359485578
WLT466866509501,236871494784,Minimum KYC,Active,24-03-2023,ESC3767687988351,10000,10000,10000,120000,10000,731210557418
WLT929697252526,573889356835,Full KYC,Active,05-07-2019,ESC2103765446716,200000,200000,200000,2400000,200000,730659532448
WLT085985693636,261816246152,Full KYC,Active,01-06-2018,ESC1769110656512,200000,200000,200000,2400000,200000,11306333262
WLT330380277080,770921168566,Minimum KYC,Active,02-03-2022,ESC7184715932604,10000,10000,10000,120000,10000,870242183448
WLT611627511696,425957724466,Minimum KYC,Active,12-08-2022,ESC2817300256062,10000,10000,10000,120000,10000,338432822683
WLT447813099642,289706904032,Minimum KYC,Active,22-08-2017,ESC2328297282883,10000,10000,10000,120000,10000,922602876880
WLT284318889780,452760144081,Full KYC,Active,26-10-2019,ESC4776505350679,200000,200000,200000,2400000,200000,41263222781033
WLT302363312249,493049218308,Minimum KYC,Active,26-07-2018,ESC4475740416532,10000,10000,10000,120000,10000,80320799533865
WLT140377505812,793708458842,Full KYC,Active,01-10-2023,ESC6127119939325,200000,200000,200000,2400000,200000,660441191996
WLT394256320430,764356859224,Minimum KYC,Active,10-11-2024,ESC5519663268515,10000,10000,10000,120000,10000,1815632245844
WLT610109573532,677230180462,Full KYC,Active,21-06-2021,ESC7249245364455,200000,200000,200000,2400000,200000,60475926435
WLT662648731421,335484438982,Minimum KYC,Active,17-02-2020,ESC7578494860529,10000,10000,10000,120000,10000,5785135747247942
WLT527540164988,901289047282,Minimum KYC,Active,23-05-2023,ESC3321268674584,10000,10000,10000,120000,10000,9143877493380
WLT681104501347,437253769293,Minimum KYC,Active,19-08-2024,ESC1104403330199,10000,10000,10000,120000,10000,576288681062
WLT430653141460,248666879690,Minimum KYC,Active,12-07-2024,ESC3094109967449,10000,10000,10000,120000,10000,9165456123993
WLT214386185754,283811326918,Full KYC,Active,07-02-2022,ESC9588697603650,200000,200000,200000,2400000,200000,37055187117
WLT616369827664,638143515816,Minimum KYC,Active,22-01-2022,ESC8178469564485,10000,10000,10000,120000,10000,113247398290
WLT062244139476,257381145411,Full KYC,Active,14-01-2024,ESC7913131778396,200000,200000,200000,2400000,200000,36361669545633
WLT768613138796,292362841830,Full KYC,Active,13-09-2024,ESC7069825462487,200000,200000,200000,2400000,200000,7187377327668
WLT126696374084,315795825509,Minimum KYC,Active,07-05-2022,ESC5703368392814,10000,10000,10000,120000,10000,9873395405129
WLT882972171930,137826601433,Full KYC,Active,19-06-2024,ESC9493742127538,200000,200000,200000,2400000,200000,9182614263368
WLT346107186944,825729684580,Full KYC,Active,20-07-2024,ESC5726008085303,200000,200000,200000,2400000,200000,9590376967653
WLT673736656634,578585700904,Minimum KYC,Active,03-06-2021,ESC8002381071910,10000,10000,10000,120000,10000,43277847740527
WLT940923789001,914483988395,Full KYC,Suspended,07-10-2022,ESC8286122480247,200000,200000,200000,2400000,200000,200905411723
WLT324695096126,269688523989,Full KYC,Active,29-08-2023,ESC4275681242408,200000,200000,200000,2400000,200000,6683539285028527
WLT971545956661,461712854823,Minimum KYC,Active,26-01-2025,ESC1103552383026,10000,10000,10000,120000,10000,368845801782
WLT175058119578,351003801912,Minimum KYC,Active,27-07-2018,ESC2507495833652,10000,10000,10000,120000,10000,49983282512623
WLT478478165928,427189777251,Full KYC,Active,25-01-2025,ESC1507815270696,200000,200000,200000,2400000,200000,7184513993362
WLT492732506905,399612696776,Full KYC,Active,13-10-2021,ESC9564955765390,200000,200000,200000,2400000,200000,2537054008102085
WLT960663882446,897171743457,Full KYC,Active,07-11-2016,ESC7600420673825,200000,200000,200000,2400000,200000,97056289979
WLT894055566965,616029192622,Minimum KYC,Active,15-05-2024,ESC4011631844020,10000,10000,10000,120000,10000,438547050201
WLT196713832823,823971095111,Full KYC,Active,09-02-2023,ESC8894534115515,200000,200000,200000,2400000,200000,35773770932
WLT603339207765,271936712744,Full KYC,Suspended,26-12-2022,ESC5383537682557,200000,200000,200000,2400000,200000,25997210684097
WLT234789507351,112294005802,Full KYC,Active,17-09-2022,ESC5630744989647,200000,200000,200000,2400000,200000,861414375437
WLT835353504848,292927289437,Full KYC,Active,21-01-2024,ESC6786549067443,200000,200000,200000,2400000,200000,86143740882
WLT500674184918,985743481720,Minimum KYC,Active,03-01-2025,ESC9729283044034,10000,10000,10000,120000,10000,9250668244301
WLT202336772872,882446297286,Full KYC,Closed,24-08-2024,ESC9525492933029,200000,200000,200000,2400000,200000,9294667444820
WLT760124142312,288922835965,Full KYC,Active,19-04-2024,ESC1003049714591,200000,200000,200000,2400000,200000,74631192044814
WLT950616566861,394352184203,Full KYC,Active,05-07-2024,ESC9429973090291,200000,200000,200000,2400000,200000,7529626608086351
WLT749376075950,197745373796,Minimum KYC,Closed,17-09-2024,ESC4599026831925,10000,10000,10000,120000,10000,59511928094
WLT635970815207,721365138782,Full KYC,Active,17-05-2020,ESC8433432280106,200000,200000,200000,2400000,200000,9180655663341
WLT083375272659,991952105550,Full KYC,Active,28-12-2022,ESC6038255688651,200000,200000,200000,2400000,200000,40510736992933
WLT508256441243,441415815080,Full KYC,Active,02-11-2024,ESC1732185829276,200000,200000,200000,2400000,200000,6625716159622633
WLT568722191463,576940209762,Full KYC,Active,20-05-2024,ESC8980301299055,200000,200000,200000,2400000,200000,63408885897370
WLT849203431834,848304042541,Full KYC,Active,26-02-2024,ESC8653576765024,200000,200000,200000,2400000,200000,39043484804
WLT784994721260,352366238531,Minimum KYC,Active,16-06-2020,ESC9408283477166,10000,10000,10000,120000,10000,9220249043559
WLT539089030782,592852787535,Full KYC,Active,15-08-2022,ESC5796906947030,200000,200000,200000,2400000,200000,33262457424801
WLT617815536632,593738563075,Full KYC,Active,09-08-2023,ESC7685301198998,200000,200000,200000,2400000,200000,5313421372045
WLT866298626181,424274880170,Full KYC,Active,30-08-2022,ESC8207317929459,200000,200000,200000,2400000,200000,96643176469639
WLT884146748732,211844978263,Full KYC,Active,13-10-2023,ESC3918530715912,200000,200000,200000,2400000,200000,1121646227547
WLT133091854511,885907072427,Full KYC,Active,19-01-2023,ESC7825836230318,200000,200000,200000,2400000,200000,18464636467800
WLT301055020418,814762317426,Full KYC,Active,21-04-2021,ESC4674483549650,200000,200000,200000,2400000,200000,6582913682546313
WLT361662182138,575786301287,Full KYC,Active,14-07-2020,ESC9409658325399,200000,200000,200000,2400000,200000,3078243945084
WLT386035849877,934086093150,Minimum KYC,Active,23-03-2021,ESC5086233320333,10000,10000,10000,120000,10000,272304525045
WLT696540142461,967041570462,Minimum KYC,Active,08-03-2024,ESC9564918356752,10000,10000,10000,120000,10000,6426344067359398
WLT646480368877,281662042620,Minimum KYC,Closed,27-02-2019,ESC6753724167741,10000,10000,10000,120000,10000,4219312687595812
WLT911635032021,857991142090,Full KYC,Active,28-08-2021,ESC9943205552681,200000,200000,200000,2400000,200000,174358588026
WLT846083882087,348345599229,Full KYC,Active,17-01-2025,ESC9038302520244,200000,200000,200000,2400000,200000,141963567734
WLT218444276682,983231287229,Full KYC,Active,29-11-2019,ESC6619055475361,200000,200000,200000,2400000,200000,287362728588
WLT835391391210,514003047268,Full KYC,Active,07-04-2023,ESC2767855872718,200000,200000,200000,2400000,200000,55666540869
WLT531513856471,966236083082,Full KYC,Active,17-04-2016,ESC5390674947969,200000,200000,200000,2400000,200000,13633285021
WLT213365284977,387862195579,Minimum KYC,Active,08-10-2020,ESC8725819928986,10000,10000,10000,120000,10000,97889958706726
WLT926965309983,284373456303,Minimum KYC,Active,29-12-2024,ESC8231569803235,10000,10000,10000,120000,10000,31900174811
WLT467580970686,367720383266,Minimum KYC,Active,20-08-2023,ESC8618350519084,10000,10000,10000,120000,10000,363937858217
WLT245264800323,849724435659,Minimum KYC,Active,14-10-2021,ESC1742840645638,10000,10000,10000,120000,10000,91973592277
WLT386343847464,499737206968,Full KYC,Active,22-04-2019,ESC8588438573178,200000,200000,200000,2400000,200000,19631965283213
WLT095902240018,564759093336,Minimum KYC,Active,02-09-2024,ESC2381313245656,10000,10000,10000,120000,10000,75334432277426
WLT348947896277,167734570634,Minimum KYC,Closed,24-11-2024,ESC5752413801645,10000,10000,10000,120000,10000,24066014911
