customer_cif,customer_name,customer_type,customer_entity_type,date_of_birth,father_spouse_name,nationality,citizenship,residency,tax_residency,pan,aadhaar,aadhaar_masked,identification_doc_no,mobile_number,email_id,address_individual,state,city,address_lat,address_lon,occupation_industry,annual_income,professional_experience_years,source_of_funds,_nri_country,customer_risk_score,pep_flag,hni_flag,minor_flag,non_face_to_face_flag,vkyc_flag,cif_creation_date,kyc_update_date,date_of_incorporation,place_of_incorporation,beneficial_owner_types,passive_nfe,address_registered_office,address_place_of_business,address_beneficial_owners,entity_identification_doc_no,cif_beneficial_owners,name_beneficial_owners
382002219733,Rohan Rao,Individual,Individual,07-05-2013,Suresh Banerjee,Indian,Indian,Resident,India,TBCPN6389W,869866537928,XXXX-XXXX-6896,AADHAAR-5352XXXX0494,8276090190,rohan.rao714@yahoo.co.in,"493, NH Highway, Jalandhar, Punjab - 146018",Punjab,Jalandhar,21.583881,80.262335,Business Owner,1236155,0,Business Income,,Medium,N,N,Y,N,N,18-05-2019,10-04-2024,,,,,,,,,,
648219240552,Ashish Verma,Individual,Individual,02-10-1970,Ravi Kapoor,Indian,Indian,Resident,India,PGBPB0888U,710607351796,XXXX-XXXX-1661,AADHAAR-2765XXXX9818,6383694288,ashish.verma338@outlook.com,"281, Nehru Place, Warangal, Telangana - 189434",Telangana,Warangal,21.12336,76.003461,Agriculture,487690,4,Rental Income,,Low,N,N,N,N,Y,30-07-2015,27-05-2022,,,,,,,,,,
649480487353,Swati Sharma,Individual,Individual,26-07-1970,Akash Rao,Indian,Indian,Resident,India,FOTPG3897W,939702332379,XXXX-XXXX-0448,AADHAAR-5233XXXX8040,9784914570,swati.sharma658@outlook.com,"283, Park Street, Gaya, Bihar - 866498",Bihar,Gaya,18.557637,76.16477,Salaried - Telecom,1134345,5,Investment Returns,,Medium,N,N,N,N,N,07-08-2017,13-12-2023,,,,,,,,,,
801464380020,Gaurav Kumar,Individual,Individual,26-11-1992,Vivek Pillai,Indian,Indian,Resident,India,OUKPW2905V,390886249852,XXXX-XXXX-7562,AADHAAR-9247XXXX6637,9499970881,gaurav.kumar148@outlook.com,"482, Nehru Place, Howrah, West Bengal - 896279",West Bengal,Howrah,20.306905,77.65217,Accountant,462879,13,Family Support,,Low,N,N,N,N,Y,14-06-2017,04-02-2021,,,,,,,,,,
156317667925,Arjun Sen,Individual,Individual,13-11-2003,Vikram Deshmukh,Indian,Indian,Resident,India,LDNPR4937E,244627341332,XXXX-XXXX-5142,AADHAAR-7162XXXX8908,8973849493,arjun.sen195@gmail.com,"4, Station Road, Muzaffarpur, Bihar - 797288",Bihar,Muzaffarpur,24.717497,76.303491,Salaried - Healthcare,722991,37,Agriculture Income,,Medium,N,N,N,N,N,04-06-2015,28-08-2015,,,,,,,,,,
318238425113,Harsh Mukherjee,Individual,Individual,01-12-1979,Ankit Bose,Indian,Indian,Resident,India,WVHPA8455I,348816143811,XXXX-XXXX-1148,AADHAAR-5511XXXX5052,6630692342,harsh.mukherjee768@gmail.com,"281, Nehru Place, Saket, Delhi - 662418",Delhi,Saket,23.650036,73.112676,Business Owner,7708510,39,Business Income,,High,N,N,N,N,N,11-12-2016,21-12-2018,,,,,,,,,,
103973505712,Priya Rao,Individual,Individual,07-08-1980,Amit Patel,Indian,Indian,Resident,India,RQXPL9746V,768457438116,XXXX-XXXX-6726,AADHAAR-2241XXXX3576,9579705378,priya.rao469@outlook.com,"307, Gandhi Nagar, Nashik, Maharashtra - 148681",Maharashtra,Nashik,16.01549,74.047565,Freelancer,1938809,33,Investment Returns,,Medium,N,N,N,N,N,20-11-2022,19-10-2024,,,,,,,,,,
857047774264,Pooja Patel,Individual,Individual,05-06-2005,Vikram Iyer,Indian,Indian,Resident,India,FTHPS5341N,702264693965,XXXX-XXXX-6578,AADHAAR-8039XXXX1642,9547635002,pooja.patel447@hotmail.com,"480, NH Highway, Patna, Bihar - 116009",Bihar,Patna,25.561438,85.137894,Engineer,440335,10,Family Support,,Low,N,N,N,N,Y,10-07-2021,17-03-2023,,,,,,,,,,
278815772051,Pooja Nair,Individual,Individual,03-10-1968,Harsh Reddy,Indian,Indian,Resident,India,MRDPG2466M,536445692742,XXXX-XXXX-9200,AADHAAR-8337XXXX1753,9481710282,pooja.nair968@hotmail.com,"89, Station Road, Salem, Tamil Nadu - 414441",Tamil Nadu,Salem,24.684308,76.174989,Self-Employed - Professional,645479,34,Investment Returns,,High,Y,N,N,Y,Y,23-06-2021,25-09-2023,,,,,,,,,,
736420765368,Varun Iyer,Individual,Individual,21-02-1991,Varun Banerjee,Indian,Indian,Resident,India,DKOPO3009O,258857547971,XXXX-XXXX-1556,AADHAAR-3691XXXX8820,8373459525,varun.iyer625@rediffmail.com,"348, Nehru Place, Rohini, Delhi - 857797",Delhi,Rohini,17.555734,78.717373,Salaried - Manufacturing,618796,2,Investment Returns,,Medium,N,N,N,N,N,26-04-2019,03-11-2022,,,,,,,,,,
961959541483,Geeta Bhat,Individual,Individual,19-03-1964,Mohit Pandey,Indian,Indian,Resident,India,OAGPT8842U,775679216115,XXXX-XXXX-3451,AADHAAR-6049XXXX5438,8329645761,geeta.bhat355@rediffmail.com,"124, Gandhi Nagar, Warangal, Telangana - 743512",Telangana,Warangal,23.067342,73.283312,Accountant,350805,15,Salary,,Low,N,N,N,N,N,12-04-2019,16-08-2023,,,,,,,,,,
518334841183,Pallavi Yadav,Individual,Individual,20-05-1972,Naveen Singh,Indian,Indian,Resident,India,JUUPU9641H,374896524578,XXXX-XXXX-5235,AADHAAR-3141XXXX7995,6913529604,pallavi.yadav742@hotmail.com,"110, Park Street, Lucknow, Uttar Pradesh - 625844",Uttar Pradesh,Lucknow,26.876501,80.914373,Retired,258191,17,Business Income,,Low,N,N,N,Y,Y,26-01-2020,23-06-2020,,,,,,,,,,
454880714245,Global Services,Non-Individual,LLP,,,Indian,,Resident,India,LPVTN7154Y,,,,9832475463,global929@yahoo.co.in,,Telangana,Nizamabad,17.236007,79.138733,Textiles,234063929,,Business Revenue,,High,N,N,N,Y,N,21-11-2023,30-04-2024,12-11-2022,"Nizamabad, Telangana",Shareholding > 25%,N,"95 Corporate Park, Nizamabad, Telangana - 205620","Plot 465, Industrial Area, Nizamabad, Telangana","473, Residential Colony, Nizamabad, Telangana",U95598SA1994PTC638115,107810569899,Naveen Tiwari
634021645024,Sanjay Kapoor,Individual,Individual,15-11-1986,Ashish Pillai,Indian,Indian,Resident,India,ERMPC6042P,336439117909,XXXX-XXXX-7560,AADHAAR-7157XXXX1233,8680121884,sanjay.kapoor535@outlook.com,"480, Gandhi Nagar, Dwarka, Delhi - 112455",Delhi,Dwarka,24.684723,77.441812,Self-Employed - Retail,215487,2,Salary,,Low,N,N,N,Y,N,10-02-2020,23-09-2023,,,,,,,,,,
269074661823,Excel Associates,Non-Individual,Trust,,,Indian,,Resident,India,QOUCM3981T,,,,6458694111,excel244@yahoo.co.in,,Telangana,Warangal,23.02201,75.809444,Real Estate,317546372,,Trading Profits,,Low,N,N,N,N,N,15-03-2006,23-10-2019,03-11-1998,"Warangal, Telangana",Control through other means,N,"141 Corporate Park, Warangal, Telangana - 992592","Plot 250, Industrial Area, Warangal, Telangana","565, Residential Colony, Warangal, Telangana",U59488ED2005PTC263245,990503014184,Rajesh Malhotra
159249313151,Kiran Tiwari,Individual,Individual,27-07-1967,Naveen Kapoor,Indian,Indian,Resident,India,FWPPN5923I,312269508173,XXXX-XXXX-2737,AADHAAR-6808XXXX2139,9146529485,kiran.tiwari956@outlook.com,"355, Gandhi Nagar, Pune, Maharashtra - 937632",Maharashtra,Pune,18.513755,73.876821,Salaried - Insurance,430392,6,Rental Income,,Low,N,N,N,N,Y,31-05-2024,23-11-2024,,,,,,,,,,
536372328442,Aditi Rao,Individual,Individual,23-08-1962,Amit Sharma,Indian,Indian,Resident,India,GTQPT2036Q,567753791662,XXXX-XXXX-0871,AADHAAR-4516XXXX7256,8945574097,aditi.rao792@outlook.com,"189, Park Street, Jodhpur, Rajasthan - 437357",Rajasthan,Jodhpur,19.8488,75.796411,Salaried - IT,1007106,4,Pension,,Medium,N,N,N,N,N,19-09-2017,16-09-2019,,,,,,,,,,
517277181966,Rajesh Reddy,Individual,Individual,28-05-1964,Amit Yadav,Indian,Indian,Resident,India,EPTPM8886J,263647514644,XXXX-XXXX-0372,AADHAAR-6046XXXX5825,8351872169,rajesh.reddy126@yahoo.co.in,"89, Nehru Place, Rohini, Delhi - 779562",Delhi,Rohini,15.596224,75.17885,Salaried - IT,655843,21,Pension,,Medium,N,N,N,N,Y,05-04-2017,04-02-2021,,,,,,,,,,
312487987012,Pradeep Bhat,Individual,Individual,22-04-1961,Ashish Pillai,Indian,Indian,Resident,India,KUJPN2309S,504877078621,XXXX-XXXX-5852,AADHAAR-5922XXXX2510,8988437324,pradeep.bhat624@outlook.com,"47, Park Street, Faridabad, Haryana - 147804",Haryana,Faridabad,23.805465,76.533276,Student,1639339,18,Family Support,,Medium,N,N,N,N,N,26-11-2018,24-05-2019,,,,,,,,,,
149483778753,Rashmi Mishra,Individual,Individual,13-10-1963,Ankit Joshi,Indian,Indian,Resident,India,STBPP2574Z,431773793446,XXXX-XXXX-2812,AADHAAR-5154XXXX0196,8061396716,rashmi.mishra567@outlook.com,"34, Station Road, Udaipur, Rajasthan - 443014",Rajasthan,Udaipur,23.156094,74.580686,Salaried - Government,1193074,16,Salary,,Medium,N,N,N,N,N,02-06-2022,01-11-2023,,,,,,,,,,
716388858923,Bhavna Rao,Individual,Individual,01-08-1963,Ankit Pillai,Indian,Indian,Resident,India,PHZPG8757J,753914145238,XXXX-XXXX-5220,AADHAAR-9656XXXX1399,9595361813,bhavna.rao882@gmail.com,"159, Park Street, Nashik, Maharashtra - 997168",Maharashtra,Nashik,17.383478,76.351643,Self-Employed - Professional,574566,32,Business Income,,Medium,N,N,N,N,N,27-09-2023,19-11-2024,,,,,,,,,,
665441829525,Amit Bhat,Individual,Individual,09-05-1996,Rahul Rao,Indian,Indian,Resident,India,LVSPH8560O,509214609239,XXXX-XXXX-4524,AADHAAR-9789XXXX1401,6138085722,amit.bhat229@gmail.com,"402, Ring Road, Rohini, Delhi - 922723",Delhi,Rohini,17.75508,75.955486,Student,2393024,11,Pension,,Medium,N,N,N,N,N,01-03-2022,21-06-2024,,,,,,,,,,
591087718918,Rekha Tiwari,Individual,Individual,22-04-1989,Pranav Das,Indian,Indian,Resident,India,KCPPK3573A,838536928761,XXXX-XXXX-3977,AADHAAR-5211XXXX2537,9268542588,rekha.tiwari952@yahoo.co.in,"138, Gandhi Nagar, Siliguri, West Bengal - 330390",West Bengal,Siliguri,17.613794,77.525891,Salaried - Manufacturing,97790248,18,Business Income,,Low,N,Y,N,Y,Y,22-03-2024,04-06-2024,,,,,,,,,,
961576520245,Harsh Rao,Individual,Individual,11-11-2004,Arjun Bhat,Indian,Indian,Resident,India,GNOPK3799R,843209835590,XXXX-XXXX-0069,AADHAAR-5313XXXX8083,6349014019,harsh.rao949@rediffmail.com,"328, Nehru Place, Indore, Madhya Pradesh - 590095",Madhya Pradesh,Indore,17.312182,78.253304,Retired,2138375,17,Business Income,,Medium,N,N,N,Y,N,30-10-2015,11-08-2024,,,,,,,,,,
139580888230,Vandana Pillai,Individual,Individual,25-08-1997,Manoj Das,Indian,Indian,Resident,India,DAWPG0519G,520249795952,XXXX-XXXX-4725,AADHAAR-8619XXXX5558,9158888644,vandana.pillai973@outlook.com,"351, MG Road, Patna, Bihar - 696734",Bihar,Patna,25.59057,85.171638,Salaried - Insurance,479430,34,Salary,,Low,N,N,N,Y,N,24-02-2019,20-02-2021,,,,,,,,,,
932808999770,Lata Tiwari,Individual,Individual,13-09-1986,Naveen Reddy,Indian,Indian,Resident,India,UGMPS4122H,523381629235,XXXX-XXXX-5646,AADHAAR-5664XXXX3201,9517539579,lata.tiwari143@rediffmail.com,"32, Gandhi Nagar, Mysuru, Karnataka - 702737",Karnataka,Mysuru,21.060611,73.562123,Lawyer,430114,9,Agriculture Income,,Low,N,N,N,Y,Y,27-12-2018,21-02-2025,,,,,,,,,,
624644158179,Pradeep Patel,Individual,Individual,25-10-1998,Akash Das,Indian,Indian,Resident,India,KZHPE6730T,353209629911,XXXX-XXXX-6749,AADHAAR-7535XXXX5382,6085233995,pradeep.patel657@gmail.com,"14, Station Road, Salem, Tamil Nadu - 741027",Tamil Nadu,Salem,18.233527,74.207471,Agriculture,222390,40,Family Support,,Low,N,N,N,N,N,27-01-2022,06-02-2025,,,,,,,,,,
917403577780,Pallavi Yadav,Individual,Individual,11-08-1987,Rahul Tiwari,Indian,Indian,Resident,India,QCOPL5200C,277163292075,XXXX-XXXX-3344,AADHAAR-3019XXXX5454,8828872196,pallavi.yadav645@yahoo.co.in,"176, Park Street, Hubli, Karnataka - 736229",Karnataka,Hubli,22.549258,81.048154,Accountant,294789,30,Pension,,Low,N,N,N,N,Y,19-08-2016,10-07-2024,,,,,,,,,,
159500770029,Sandeep Reddy,Individual,Individual,17-09-1996,Naveen Sen,Indian,Indian,Resident,India,AKWPS1147V,731161223069,XXXX-XXXX-9826,AADHAAR-6798XXXX4353,9170394107,sandeep.reddy429@hotmail.com,"420, Park Street, Gwalior, Madhya Pradesh - 208490",Madhya Pradesh,Gwalior,20.760951,74.597153,Salaried - Telecom,236720,35,Agriculture Income,,Low,N,N,N,N,Y,25-03-2021,19-01-2022,,,,,,,,,,
835595781128,Nikhil Iyer,Individual,Individual,10-06-1966,Deepak Chatterjee,Indian,Indian,Resident,India,KCVPK6186Z,495611519898,XXXX-XXXX-5104,AADHAAR-7681XXXX7346,6300387230,nikhil.iyer235@yahoo.co.in,"283, Gandhi Nagar, Jalandhar, Punjab - 388877",Punjab,Jalandhar,18.126402,73.102976,Salaried - IT,8036560,6,Pension,,High,N,N,N,Y,N,06-03-2022,24-02-2023,,,,,,,,,,
610673908443,Nisha Mukherjee,Individual,Individual,15-04-1972,Anil Kumar,Indian,Indian,Resident,India,SPNPM9452P,646957650326,XXXX-XXXX-4917,AADHAAR-5060XXXX6531,9472713217,nisha.mukherjee909@yahoo.co.in,"312, MG Road, Surat, Gujarat - 429253",Gujarat,Surat,15.610018,75.378303,Business Owner,2450556,22,Business Income,,High,Y,N,N,Y,Y,10-07-2021,15-12-2021,,,,,,,,,,
370546073012,Star Technologies,Non-Individual,Private Limited,,,Indian,,Resident,India,GXXCZ9803Q,,,,8520499567,star732@gmail.com,,Delhi,Saket,22.805242,76.094881,Logistics,148248952,,Government Grant,,High,N,N,N,N,N,11-01-2024,24-02-2024,26-11-2023,"Saket, Delhi",Senior Managing Official,N,"146 Corporate Park, Saket, Delhi - 719955","Plot 158, Industrial Area, Saket, Delhi","444, Residential Colony, Saket, Delhi",U27538GJ2004PTC977133,812261428323,Pradeep Bhat
134399488300,Akash Yadav,Individual,Individual,22-06-1991,Suresh Das,Indian,Indian,Resident,India,JIMPF3904V,802562206076,XXXX-XXXX-9101,AADHAAR-3342XXXX4622,9363152182,akash.yadav107@rediffmail.com,"335, Gandhi Nagar, Bhubaneswar, Odisha - 961054",Odisha,Bhubaneswar,20.286477,85.790124,Self-Employed - Retail,677752,20,Family Support,,Medium,N,N,N,N,Y,19-10-2018,11-03-2023,,,,,,,,,,
595654249028,Lata Shah,Individual,Individual,14-06-1998,Anil Bhat,Indian,Indian,Resident,India,BXUPG3388Z,886589444836,XXXX-XXXX-7851,AADHAAR-8911XXXX9673,9648052480,lata.shah954@gmail.com,"111, Ring Road, Ahmedabad, Gujarat - 258360",Gujarat,Ahmedabad,23.03353,72.605907,Engineer,1255763,39,Family Support,,Medium,N,N,N,Y,N,22-12-2020,30-08-2024,,,,,,,,,,
367593895031,Sandeep Mukherjee,Individual,Individual,03-01-1968,Naveen Rao,Indian,Indian,Resident,India,IKJPP1201V,588514995752,XXXX-XXXX-7662,AADHAAR-9235XXXX5475,7111753786,sandeep.mukherjee895@yahoo.co.in,"190, Park Street, Gurugram, Haryana - 355304",Haryana,Gurugram,19.851544,78.579628,Self-Employed - Professional,81597301,19,Business Income,,Medium,N,Y,N,N,Y,16-10-2023,18-04-2024,,,,,,,,,,
597660852611,Pioneer Imports,Non-Individual,Private Limited,,,Indian,,Resident,India,QVOFR1628H,,,,6579243995,pioneer724@rediffmail.com,,Odisha,Rourkela,23.320513,74.50242,Textiles,354777199,,Donations,,Medium,N,N,N,N,N,27-07-2020,08-10-2024,27-09-2019,"Rourkela, Odisha",Senior Managing Official,N,"141 Corporate Park, Rourkela, Odisha - 458808","Plot 171, Industrial Area, Rourkela, Odisha","654, Residential Colony, Rourkela, Odisha",U62280IM2003PTC380491,867751481973,Pooja Kumar
300441160681,Harsh Tiwari,Individual,Individual,23-02-1979,Nikhil Mukherjee,Indian,Indian,Resident,India,BOGPC8705E,757808774865,XXXX-XXXX-2528,AADHAAR-6905XXXX2518,8739797713,harsh.tiwari564@outlook.com,"214, Gandhi Nagar, Warangal, Telangana - 438841",Telangana,Warangal,19.562655,82.561956,Retired,1611704,25,Salary,,High,Y,N,N,N,Y,06-12-2016,16-09-2017,,,,,,,,,,
514448092584,Shruti Mehta,Individual,Individual,30-08-1998,Ravi Singh,Indian,Dual - Indian/OM,NRI,Other,KGIPK7805D,954421822762,XXXX-XXXX-4474,AADHAAR-3586XXXX4705,9598505318,shruti.mehta410@yahoo.co.in,"312, Park Street, Saket, Delhi - 129120",Delhi,Saket,19.020539,75.507551,Accountant,445683,0,Overseas Business,OM,Low,N,N,N,Y,N,22-07-2016,12-08-2017,,,,,,,,,,
578356424956,Kavita Banerjee,Individual,Individual,09-02-1982,Pranav Agarwal,Indian,Indian,NRI,Other,OBUPH2615W,287552438639,XXXX-XXXX-7232,AADHAAR-4645XXXX0204,9016123395,kavita.banerjee870@outlook.com,"33, Ring Road, Vadodara, Gujarat - 480196",Gujarat,Vadodara,17.691152,74.020076,Salaried - Education,1794497,21,Foreign Employment,AE,Medium,N,N,N,N,N,03-05-2023,09-06-2024,,,,,,,,,,
813202988689,Shruti Malhotra,Individual,Individual,07-07-1971,Aditya Rao,Indian,Indian,Resident,India,YZFPP3894O,275354452490,XXXX-XXXX-6670,AADHAAR-2797XXXX7080,8334347469,shruti.malhotra668@outlook.com,"92, Park Street, New Delhi, Delhi - 516665",Delhi,New Delhi,28.662107,77.223049,Lawyer,2448786,0,Investment Returns,,Medium,N,N,N,Y,N,28-06-2021,28-04-2024,,,,,,,,,,
486713920292,Anita Sharma,Individual,Individual,08-11-2004,Nikhil Deshmukh,Indian,Indian,Resident,India,ANMPY8052P,330469126523,XXXX-XXXX-4499,AADHAAR-4380XXXX5969,6367066051,anita.sharma476@gmail.com,"33, Nehru Place, Noida, Uttar Pradesh - 398397",Uttar Pradesh,Noida,21.699929,82.781799,Salaried - Telecom,761145,5,Investment Returns,,Medium,N,N,N,N,Y,28-06-2017,14-11-2021,,,,,,,,,,
486007442964,National Technologies,Non-Individual,Partnership,,,Indian,,Resident,India,MNEFD1592M,,,,7271544198,national472@hotmail.com,,Kerala,Thiruvananthapuram,19.857161,81.974824,Financial Services,139951050,,Government Grant,,High,N,N,N,N,N,05-06-1999,01-08-2003,19-03-1990,"Thiruvananthapuram, Kerala",Control through other means,N,"184 Corporate Park, Thiruvananthapuram, Kerala - 634791","Plot 202, Industrial Area, Thiruvananthapuram, Kerala","273, Residential Colony, Thiruvananthapuram, Kerala",U55001UW2007PTC585997,198712051911,Anil Pillai
885749198784,Neha Das,Individual,Individual,02-10-1995,Varun Bhat,Indian,Indian,Resident,India,SGKPT2927U,919900513046,XXXX-XXXX-1409,AADHAAR-9333XXXX0817,8528357352,neha.das779@hotmail.com,"35, Nehru Place, Ahmedabad, Gujarat - 470280",Gujarat,Ahmedabad,23.04424,72.561779,Salaried - IT,419580,38,Business Income,,Low,N,N,N,N,N,17-10-2015,28-08-2024,,,,,,,,,,
170011052852,Arjun Gupta,Individual,Individual,12-12-1967,Akash Verma,Indian,Indian,Resident,India,PSQPK8854E,985075028944,XXXX-XXXX-0817,AADHAAR-4398XXXX4945,6182914171,arjun.gupta129@rediffmail.com,"276, Gandhi Nagar, Muzaffarpur, Bihar - 986388",Bihar,Muzaffarpur,21.618444,79.186498,Doctor,577726,35,Agriculture Income,,High,N,N,N,N,N,29-02-2020,10-05-2023,,,,,,,,,,
159103104095,Golden Solutions,Non-Individual,LLP,,,Indian,,Resident,India,DXATT1468Y,,,,7522886093,golden202@hotmail.com,,Tamil Nadu,Salem,24.894563,82.698264,Logistics,296595681,,Government Grant,,Medium,N,N,N,N,N,17-01-2024,04-05-2024,04-10-2019,"Salem, Tamil Nadu",Control through other means,N,"90 Corporate Park, Salem, Tamil Nadu - 570333","Plot 251, Industrial Area, Salem, Tamil Nadu","857, Residential Colony, Salem, Tamil Nadu",U90851BO2021PTC941061,818324235263,Deepak Tiwari
581049460097,Deepak Patel,Individual,Individual,23-09-1971,Rajesh Reddy,Indian,Indian,Resident,India,AHIPD2957B,940816480022,XXXX-XXXX-5217,AADHAAR-4997XXXX3465,6052029214,deepak.patel362@yahoo.co.in,"499, Station Road, Udaipur, Rajasthan - 363402",Rajasthan,Udaipur,16.804663,78.100735,Salaried - Insurance,351879,27,Investment Returns,,Low,N,N,N,N,Y,04-06-2023,27-02-2024,,,,,,,,,,
889520704318,Mohit Bhat,Individual,Individual,05-10-1993,Anil Malhotra,Indian,Indian,Resident,India,ZZHPP9480J,875020914735,XXXX-XXXX-9106,AADHAAR-9877XXXX9639,7725643192,mohit.bhat786@gmail.com,"420, Station Road, Surat, Gujarat - 278357",Gujarat,Surat,19.646992,81.309295,Salaried - Telecom,44873254,21,Rental Income,,Medium,N,Y,N,Y,Y,04-01-2020,20-06-2023,,,,,,,,,,
571603308989,Vandana Banerjee,Individual,Individual,02-06-1988,Yash Agarwal,Indian,Indian,Resident,India,XUZPM8411P,493023220660,XXXX-XXXX-2077,AADHAAR-7364XXXX0588,7240081723,vandana.banerjee123@hotmail.com,"135, Station Road, Rajkot, Gujarat - 448241",Gujarat,Rajkot,21.549595,79.960617,Self-Employed - Retail,969380,36,Business Income,,Medium,N,N,N,N,N,04-08-2021,28-09-2024,,,,,,,,,,
590610812922,Deepak Tiwari,Individual,Individual,24-05-1968,Tushar Agarwal,Indian,Indian,Resident,India,LKPPR5631O,702177867770,XXXX-XXXX-1653,AADHAAR-4113XXXX7732,6308147191,deepak.tiwari810@gmail.com,"477, Gandhi Nagar, New Delhi, Delhi - 918726",Delhi,New Delhi,28.601285,77.256361,Salaried - Banking,364557,36,Salary,,Low,N,N,N,N,Y,29-05-2017,17-10-2017,,,,,,,,,,
476717445096,Arjun Deshmukh,Individual,Individual,23-08-1977,Mohit Verma,Indian,Indian,Resident,India,SOOPY4205Z,348996235436,XXXX-XXXX-0292,AADHAAR-6022XXXX4555,6893716043,arjun.deshmukh252@rediffmail.com,"11, MG Road, Karnal, Haryana - 236186",Haryana,Karnal,18.898955,74.0929,Self-Employed - Retail,404834,10,Pension,,Low,N,N,N,Y,N,17-11-2019,11-03-2024,,,,,,,,,,
500873223127,Aditya Deshmukh,Individual,Individual,02-08-1999,Rohan Bose,Indian,Indian,Resident,India,CKPPL1512R,902777644612,XXXX-XXXX-2239,AADHAAR-8120XXXX8439,9895068520,aditya.deshmukh251@rediffmail.com,"386, Ring Road, Jalandhar, Punjab - 436274",Punjab,Jalandhar,23.895789,81.825181,Lawyer,413813,6,Investment Returns,,Low,N,N,N,N,N,02-07-2018,19-08-2021,,,,,,,,,,
965445909705,Jyoti Kumar,Individual,Individual,30-08-1965,Gaurav Tiwari,Indian,Indian,Resident,India,TJWPV4678D,394352882069,XXXX-XXXX-2989,AADHAAR-8128XXXX9153,8000590644,jyoti.kumar812@yahoo.co.in,"95, Nehru Place, Panipat, Haryana - 167350",Haryana,Panipat,24.233056,82.547755,Self-Employed - Professional,1425575,36,Family Support,,Medium,N,N,N,N,N,20-11-2023,09-02-2025,,,,,,,,,,
356175208746,Lata Sen,Individual,Individual,21-09-1970,Ravi Pillai,Indian,Indian,Resident,India,MCHPA9751K,375135574882,XXXX-XXXX-5036,AADHAAR-3460XXXX4003,9054599635,lata.sen920@outlook.com,"47, Park Street, Nizamabad, Telangana - 877432",Telangana,Nizamabad,22.781839,75.728857,Salaried - Healthcare,1411056,20,Business Income,,Medium,N,N,N,N,Y,15-07-2017,29-12-2019,,,,,,,,,,
811734011396,Meera Pandey,Individual,Individual,24-07-1972,Pradeep Yadav,Indian,Indian,Resident,India,DAHPB1892X,791956043107,XXXX-XXXX-5050,AADHAAR-7921XXXX3298,9245233098,meera.pandey176@rediffmail.com,"272, Gandhi Nagar, Surat, Gujarat - 936970",Gujarat,Surat,19.272424,75.610008,Consultant,2495737,19,Family Support,,Medium,N,N,N,N,N,11-08-2021,22-06-2024,,,,,,,,,,
195502416345,Anita Tiwari,Individual,Individual,07-06-1984,Amit Yadav,Indian,Indian,Resident,India,JEJPD8157H,643660115549,XXXX-XXXX-8593,AADHAAR-6771XXXX5400,8131411919,anita.tiwari516@outlook.com,"401, Ring Road, Karnal, Haryana - 616693",Haryana,Karnal,23.556415,81.105699,Engineer,1048415,30,Family Support,,Medium,N,N,N,N,N,24-06-2020,09-08-2022,,,,,,,,,,
514583989664,Tushar Mukherjee,Individual,Individual,29-04-1973,Vikram Kumar,Indian,Indian,Resident,India,FNYPY4561L,689105821889,XXXX-XXXX-7562,AADHAAR-6634XXXX8928,9626332003,tushar.mukherjee411@yahoo.co.in,"255, Nehru Place, Gaya, Bihar - 147004",Bihar,Gaya,18.662147,77.602915,Salaried - Government,76695421,5,Pension,,Low,N,Y,N,N,N,03-07-2017,28-08-2023,,,,,,,,,,
989628076250,Asha Malhotra,Individual,Individual,14-08-2000,Harsh Singh,Indian,Indian,Resident,India,LRUPU2832G,454366935770,XXXX-XXXX-5220,AADHAAR-2096XXXX2075,9961079563,asha.malhotra791@outlook.com,"172, MG Road, Howrah, West Bengal - 754129",West Bengal,Howrah,21.080722,82.260991,Salaried - Government,1362607,34,Agriculture Income,,Medium,N,N,N,N,N,13-01-2016,22-09-2018,,,,,,,,,,
183719457335,Asha Kumar,Individual,Individual,30-12-2003,Suresh Singh,Indian,Indian,Resident,India,FVBPG2390Y,600928094531,XXXX-XXXX-4531,AADHAAR-4977XXXX1787,7866203577,asha.kumar595@yahoo.co.in,"31, Park Street, Lucknow, Uttar Pradesh - 926309",Uttar Pradesh,Lucknow,26.858032,80.91176,Salaried - Education,2644893,14,Salary,,High,N,N,N,N,N,15-11-2022,26-02-2023,,,,,,,,,,
605738658458,Sneha Malhotra,Individual,Individual,07-05-1988,Sachin Nair,Indian,Indian,Resident,India,ISTPK9831V,644481893174,XXXX-XXXX-3679,AADHAAR-8257XXXX4276,7690508636,sneha.malhotra455@hotmail.com,"394, Station Road, Coimbatore, Tamil Nadu - 760534",Tamil Nadu,Coimbatore,23.393451,80.683331,Doctor,271482,20,Salary,,Low,N,N,N,Y,N,26-06-2023,24-11-2023,,,,,,,,,,
242749211498,Harsh Yadav,Individual,Individual,14-08-1990,Pradeep Shah,Indian,Indian,Resident,India,UGZPI8596Z,426599810032,XXXX-XXXX-2244,AADHAAR-3657XXXX1713,7616769939,harsh.yadav240@yahoo.co.in,"254, MG Road, Kochi, Kerala - 625275",Kerala,Kochi,9.895261,76.304847,Doctor,1690107,11,Investment Returns,,Medium,N,N,N,N,N,14-11-2017,24-11-2023,,,,,,,,,,
