wallet_id,customer_cif,wallet_kyc_category,wallet_status,wallet_opening_date,escrow_account_linked,per_txn_limit,daily_txn_limit,monthly_txn_limit,annual_txn_limit,max_balance_limit,linked_bank_account
WLT325531687311,712522109889,Full KYC,Active,08-02-2024,ESC6231032911940,200000,200000,200000,2400000,200000,79478408693589
WLT671973558316,305731505003,Full KYC,Active,17-07-2022,ESC5526578911461,200000,200000,200000,2400000,200000,60071853568
WLT576660837328,371569366883,Minimum KYC,Active,05-08-2021,ESC1150908999331,10000,10000,10000,120000,10000,9204820149487
WLT594879989243,862597661634,Full KYC,Active,27-12-2023,ESC7715058762885,200000,200000,200000,2400000,200000,5521542239686156
WLT604277142382,143108536673,Full KYC,Active,26-04-2022,ESC3489509485767,200000,200000,200000,2400000,200000,1330775420393
WLT278076523495,786491364860,Minimum KYC,Active,04-09-2023,ESC6755590930103,10000,10000,10000,120000,10000,92633550031407
WLT522753216668,442611935839,Minimum KYC,Active,19-12-2022,ESC2594907136941,10000,10000,10000,120000,10000,6792013872682800
WLT666962388864,330803772119,Full KYC,Active,06-05-2023,ESC2909996989666,200000,200000,200000,2400000,200000,836023548948
WLT665765243643,514026599762,Full KYC,Active,25-02-2023,ESC1582237087139,200000,200000,200000,2400000,200000,78570232547
WLT181190172800,484979124832,Minimum KYC,Active,20-05-2022,ESC2328871902236,10000,10000,10000,120000,10000,41222202015
WLT579030172216,758593908553,Minimum KYC,Active,06-03-2020,ESC1826756055334,10000,10000,10000,120000,10000,7406965005160
WLT113432352783,250254171960,Full KYC,Closed,08-03-2019,ESC6316018390089,200000,200000,200000,2400000,200000,179773428411
WLT067803347639,989810204195,Minimum KYC,Active,08-02-2021,ESC6223663076605,10000,10000,10000,120000,10000,75373148623490
WLT254224774704,508251363440,Minimum KYC,Active,31-01-2025,ESC2761404679874,10000,10000,10000,120000,10000,10215579084777
WLT891499619084,602486241313,Full KYC,Active,30-10-2022,ESC2506263076285,200000,200000,200000,2400000,200000,80548527596
WLT389988586014,537389312093,Full KYC,Active,13-06-2023,ESC5592438216389,200000,200000,200000,2400000,200000,91600412679
WLT154602930204,163526244878,Full KYC,Active,07-09-2018,ESC7293130389112,200000,200000,200000,2400000,200000,87412253364944
WLT770449663175,806347157799,Minimum KYC,Active,08-07-2024,ESC8023543302468,10000,10000,10000,120000,10000,5596294687035150
WLT310682551270,187156368597,Full KYC,Active,25-04-2021,ESC1409159148884,200000,200000,200000,2400000,200000,83665610802
WLT653908417525,732064168169,Minimum KYC,Active,09-07-2023,ESC3834282936666,10000,10000,10000,120000,10000,20949545216
WLT008357897568,293514661984,Full KYC,Active,24-01-2024,ESC6936261064350,200000,200000,200000,2400000,200000,45778166433
WLT381908624119,240835846444,Full KYC,Closed,15-03-2023,ESC8590330387740,200000,200000,200000,2400000,200000,83480420391111
WLT935601403693,696454230499,Full KYC,Active,18-09-2024,ESC4452486560603,200000,200000,200000,2400000,200000,11538389428
WLT865903504275,378154091529,Full KYC,Active,13-02-2021,ESC3687449700144,200000,200000,200000,2400000,200000,44676891844999
WLT445830288204,884212453737,Minimum KYC,Suspended,24-04-2023,ESC6355827862848,10000,10000,10000,120000,10000,9127547625940
WLT371348013009,148083237338,Full KYC,Closed,05-03-2023,ESC5180278262180,200000,200000,200000,2400000,200000,96810889620
WLT831643833113,969612059850,Full KYC,Active,14-05-2024,ESC3372392519934,200000,200000,200000,2400000,200000,36673166458
WLT181672950216,854550660153,Minimum KYC,Active,22-11-2021,ESC5964796492967,10000,10000,10000,120000,10000,7858384734530279
WLT860704221280,732905957886,Full KYC,Active,23-05-2023,ESC2545475299518,200000,200000,200000,2400000,200000,13612299706773
WLT158472444970,771314462130,Minimum KYC,Active,21-03-2017,ESC8178704464912,10000,10000,10000,120000,10000,815464216621
WLT143705685599,601703678313,Minimum KYC,Active,27-07-2017,ESC2503473913907,10000,10000,10000,120000,10000,488100914798
WLT069324121905,147929173271,Minimum KYC,Active,04-01-2024,ESC6677959132064,10000,10000,10000,120000,10000,1336054994119099
WLT300056913760,833785990285,Minimum KYC,Active,11-09-2019,ESC5530687491672,10000,10000,10000,120000,10000,330102744094
WLT113326859147,605830063638,Minimum KYC,Active,03-10-2024,ESC2707664420246,10000,10000,10000,120000,10000,166692054455
WLT745926244687,701239978232,Full KYC,Active,23-08-2024,ESC2846274073369,200000,200000,200000,2400000,200000,9264551134710
WLT463968093125,506236351518,Full KYC,Active,14-08-2024,ESC9261381499123,200000,200000,200000,2400000,200000,3342711513352
WLT578175256196,794433196329,Minimum KYC,Active,19-07-2023,ESC5863051614911,10000,10000,10000,120000,10000,20269423324
WLT767981236431,745374769798,Full KYC,Active,20-10-2024,ESC9524554357497,200000,200000,200000,2400000,200000,9129474365454
WLT954787455569,733198364055,Full KYC,Active,25-04-2022,ESC1845034230957,200000,200000,200000,2400000,200000,84357116333708
WLT595152063736,533268993913,Full KYC,Active,24-10-2022,ESC9767143264856,200000,200000,200000,2400000,200000,77765175503843
WLT126169725994,486939958289,Full KYC,Active,05-06-2017,ESC3164685300364,200000,200000,200000,2400000,200000,50589606876257
WLT430285303892,713907225813,Full KYC,Active,13-01-2023,ESC3877192035462,200000,200000,200000,2400000,200000,67005288238
WLT830964421634,591977742266,Minimum KYC,Active,27-06-2019,ESC4361597326899,10000,10000,10000,120000,10000,33485190969
WLT494616150447,413550292874,Full KYC,Active,05-12-2023,ESC2238633320411,200000,200000,200000,2400000,200000,196710248542
WLT276083623333,964350672221,Full KYC,Active,07-10-2020,ESC5329508448571,200000,200000,200000,2400000,200000,7228867561683
WLT686232769372,847348339979,Minimum KYC,Closed,23-01-2024,ESC3326430438320,10000,10000,10000,120000,10000,51789830816
WLT454393103963,320469462793,Full KYC,Active,26-05-2022,ESC5121991877812,200000,200000,200000,2400000,200000,2316468991288694
WLT167927720042,167233145900,Minimum KYC,Active,06-12-2021,ESC2808674135400,10000,10000,10000,120000,10000,82493929704013
WLT271506175328,824702463434,Full KYC,Active,09-08-2024,ESC2361356560388,200000,200000,200000,2400000,200000,930874204602
WLT800482666105,773561069352,Minimum KYC,Active,14-07-2023,ESC1258230939019,10000,10000,10000,120000,10000,9130139117329
WLT406726336623,158794288334,Full KYC,Closed,24-11-2021,ESC4310556634112,200000,200000,200000,2400000,200000,51856005304743
WLT756100831612,934900313305,Minimum KYC,Suspended,09-03-2022,ESC8088918913150,10000,10000,10000,120000,10000,83823310219
WLT219202381457,199113863482,Full KYC,Active,30-08-2024,ESC7351094833238,200000,200000,200000,2400000,200000,78137760559600
WLT208829702678,475216835552,Full KYC,Active,20-02-2022,ESC8584302812358,200000,200000,200000,2400000,200000,9222931423330
WLT481630576257,548535442288,Full KYC,Active,21-01-2025,ESC5716840345217,200000,200000,200000,2400000,200000,7663788416050592
WLT082036124121,686999684236,Minimum KYC,Active,29-04-2019,ESC3368665106749,10000,10000,10000,120000,10000,3588859236025
WLT489502423878,458793496217,Minimum KYC,Active,03-06-2015,ESC8100763685789,10000,10000,10000,120000,10000,1709686850605
WLT412872660093,315423375168,Minimum KYC,Closed,19-10-2022,ESC7979916914896,10000,10000,10000,120000,10000,9142685299339
WLT811238870903,622684991096,Minimum KYC,Active,06-12-2024,ESC6968578380613,10000,10000,10000,120000,10000,643678406510
WLT989029274284,240260136528,Minimum KYC,Suspended,24-01-2022,ESC7629460385396,10000,10000,10000,120000,10000,729937107103
WLT096427610090,433655564660,Minimum KYC,Active,18-11-2023,ESC3877364298891,10000,10000,10000,120000,10000,161595830411
WLT976839809887,541755966805,Full KYC,Active,19-06-2024,ESC1039177861454,200000,200000,200000,2400000,200000,23425991117
WLT579921419044,945978697926,Full KYC,Active,17-12-2023,ESC7669369063792,200000,200000,200000,2400000,200000,64780835400
WLT967752167643,783938702409,Minimum KYC,Active,03-09-2023,ESC3176080792203,10000,10000,10000,120000,10000,91762529762
WLT779293125248,660527203252,Minimum KYC,Active,07-05-2024,ESC9070421923704,10000,10000,10000,120000,10000,9150462922909
WLT947743022541,972458622938,Full KYC,Active,30-08-2019,ESC1385709719819,200000,200000,200000,2400000,200000,66240498990
WLT009237193791,915757097310,Minimum KYC,Active,20-07-2023,ESC5855249233328,10000,10000,10000,120000,10000,58351626063270
WLT698971970171,295312722964,Full KYC,Active,11-10-2022,ESC8250443957503,200000,200000,200000,2400000,200000,46825470486251
WLT247675545207,651983286976,Full KYC,Closed,09-11-2016,ESC4521370919828,200000,200000,200000,2400000,200000,56892019380
WLT471657128217,865147077283,Full KYC,Active,23-03-2021,ESC6718225710120,200000,200000,200000,2400000,200000,9230305832069
WLT490702146447,367160046918,Minimum KYC,Active,25-02-2023,ESC1455279846627,10000,10000,10000,120000,10000,81093998158
WLT259199742862,747665270864,Full KYC,Active,03-11-2021,ESC5505751266751,200000,200000,200000,2400000,200000,2877844160725
WLT678803585382,238523392874,Minimum KYC,Active,06-01-2025,ESC2090040536120,10000,10000,10000,120000,10000,325473510140
WLT479548357770,676941117263,Minimum KYC,Active,03-02-2020,ESC8313345891083,10000,10000,10000,120000,10000,11876002225
WLT417415192723,546362904703,Full KYC,Active,04-10-2024,ESC3010650791669,200000,200000,200000,2400000,200000,114860186289
WLT120962709558,291102163653,Minimum KYC,Closed,06-11-2020,ESC4961095343434,10000,10000,10000,120000,10000,18727616451
WLT358148994171,903404603401,Full KYC,Active,27-02-2023,ESC1324010222263,200000,200000,200000,2400000,200000,9144577942333
WLT872264231300,931442400638,Minimum KYC,Active,28-09-2024,ESC1662718504983,10000,10000,10000,120000,10000,9261996086937
WLT245641500452,136550877879,Minimum KYC,Active,08-11-2024,ESC3561041265638,10000,10000,10000,120000,10000,20259123012486
WLT205926353289,941178240859,Minimum KYC,Active,12-02-2023,ESC2968571175614,10000,10000,10000,120000,10000,9266215460253
WLT675639072521,388371998763,Full KYC,Active,01-07-2024,ESC4038447377141,200000,200000,200000,2400000,200000,60263924552
WLT792553312126,410226134758,Full KYC,Active,05-01-2025,ESC5032075248829,200000,200000,200000,2400000,200000,49356901385
WLT047205682861,536118292069,Minimum KYC,Active,09-09-2017,ESC7455266714625,10000,10000,10000,120000,10000,7480395704334
WLT322463104101,850621009278,Full KYC,Active,22-05-2017,ESC9766192843308,200000,200000,200000,2400000,200000,871063138248
WLT325216322472,488096107077,Full KYC,Active,07-04-2018,ESC2723145337617,200000,200000,200000,2400000,200000,84578715155
WLT539656132206,419816023006,Full KYC,Active,05-01-2019,ESC5624329737123,200000,200000,200000,2400000,200000,301789532551
WLT684624178420,617931200025,Minimum KYC,Active,02-08-2024,ESC6951625467541,10000,10000,10000,120000,10000,4031103879507640
WLT217704609999,190144342751,Full KYC,Active,15-01-2025,ESC6899095199822,200000,200000,200000,2400000,200000,9100687137852
WLT526307949380,535512026055,Minimum KYC,Closed,30-01-2021,ESC1093241264170,10000,10000,10000,120000,10000,81822755069
WLT630746865723,247236757143,Minimum KYC,Active,18-08-2018,ESC1373051397179,10000,10000,10000,120000,10000,623463396298
WLT278651275832,296043794698,Full KYC,Active,03-04-2023,ESC1036920554162,200000,200000,200000,2400000,200000,73249539766470
WLT795574182303,289479672137,Minimum KYC,Closed,12-01-2023,ESC4433010225592,10000,10000,10000,120000,10000,42443153671
WLT290433027068,765015767877,Full KYC,Active,06-07-2020,ESC8319100839058,200000,200000,200000,2400000,200000,58052252385
WLT932943001530,749477720019,Minimum KYC,Active,09-05-2023,ESC9899127708196,10000,10000,10000,120000,10000,89427487806367
WLT481989894251,425624913548,Full KYC,Suspended,10-10-2024,ESC2263762587666,200000,200000,200000,2400000,200000,1485123835747383
WLT160621202331,888593528004,Full KYC,Active,05-01-2019,ESC5240849591441,200000,200000,200000,2400000,200000,9813607693546967
WLT235702795662,435883952703,Full KYC,Active,25-02-2021,ESC3368116336197,200000,200000,200000,2400000,200000,7427877959169
WLT483291845958,861073620668,Minimum KYC,Active,26-06-2017,ESC5605506885406,10000,10000,10000,120000,10000,34004254668043
WLT902229888271,936928185145,Full KYC,Active,25-07-2023,ESC6718491656066,200000,200000,200000,2400000,200000,9253950426926
WLT197408699845,201611553663,Minimum KYC,Active,05-01-2023,ESC8142276130567,10000,10000,10000,120000,10000,6561880918336237
WLT971275275096,692053346888,Full KYC,Active,09-01-2023,ESC3036818125735,200000,200000,200000,2400000,200000,9201618342096
WLT447492447906,750422523388,Minimum KYC,Active,29-03-2020,ESC2939675855179,10000,10000,10000,120000,10000,15061601216382
WLT579525678873,218954602889,Minimum KYC,Active,25-09-2023,ESC9127739606629,10000,10000,10000,120000,10000,99312944082
WLT539399256244,253667607700,Minimum KYC,Active,19-06-2022,ESC4674111313585,10000,10000,10000,120000,10000,63430725453
WLT218297884579,823470499724,Minimum KYC,Active,25-10-2021,ESC4536674749657,10000,10000,10000,120000,10000,97131030763025
WLT975495687953,201914921293,Full KYC,Active,22-11-2019,ESC8086730076208,200000,200000,200000,2400000,200000,75559206166
WLT070981166475,896435668657,Full KYC,Closed,15-08-2020,ESC5771093451962,200000,200000,200000,2400000,200000,561396319520
WLT174660023610,978385584949,Minimum KYC,Active,12-09-2024,ESC9113288072633,10000,10000,10000,120000,10000,47663007092
WLT552376876976,240506938641,Full KYC,Active,27-04-2024,ESC8123391688783,200000,200000,200000,2400000,200000,61581298188467
WLT362676279190,720252818037,Minimum KYC,Active,28-08-2017,ESC1076895127234,10000,10000,10000,120000,10000,18429254740
WLT817814892133,515197202256,Full KYC,Active,25-12-2020,ESC7128247990271,200000,200000,200000,2400000,200000,4819563344403
WLT241963178188,471366640656,Minimum KYC,Active,27-06-2024,ESC4479299658715,10000,10000,10000,120000,10000,434612145302
WLT669946390937,309336821645,Full KYC,Active,27-10-2024,ESC9634030811095,200000,200000,200000,2400000,200000,999747859208
WLT254364375453,804252370041,Full KYC,Active,04-12-2019,ESC3667501292328,200000,200000,200000,2400000,200000,7347083615708219
WLT609838439137,617825161364,Minimum KYC,Active,19-09-2017,ESC6348000640681,10000,10000,10000,120000,10000,62841376222
WLT232279038137,419425812296,Minimum KYC,Active,18-12-2024,ESC7136862374326,10000,10000,10000,120000,10000,4295591140778642
WLT471026860615,817840220670,Minimum KYC,Suspended,18-03-2018,ESC2764354786093,10000,10000,10000,120000,10000,792224944830
WLT664460875749,865436208835,Full KYC,Active,11-10-2015,ESC6038979053582,200000,200000,200000,2400000,200000,16640711368
WLT415594432651,231035467877,Full KYC,Active,20-01-2024,ESC2033419826397,200000,200000,200000,2400000,200000,500534224362
WLT108880325607,549341290465,Full KYC,Active,22-07-2022,ESC3661829940766,200000,200000,200000,2400000,200000,93811058315004
WLT294102500114,975710514087,Minimum KYC,Active,03-04-2024,ESC7235820791100,10000,10000,10000,120000,10000,23699869789
WLT182412735027,290739293283,Full KYC,Active,15-03-2023,ESC6249138141462,200000,200000,200000,2400000,200000,11141757310
WLT601453326704,578015904429,Full KYC,Active,05-02-2024,ESC8718343412744,200000,200000,200000,2400000,200000,25653645509
WLT295080881546,375287562982,Full KYC,Active,12-03-2022,ESC9134229253990,200000,200000,200000,2400000,200000,7495916018481
WLT527961184770,725200432782,Minimum KYC,Active,05-07-2021,ESC2813688271467,10000,10000,10000,120000,10000,9147283425821
WLT119494614798,590643511085,Minimum KYC,Active,14-10-2021,ESC5561634681977,10000,10000,10000,120000,10000,2796439422484
WLT238268552902,179658846208,Full KYC,Active,02-09-2023,ESC4544823160242,200000,200000,200000,2400000,200000,36183095360461
WLT184823425294,187152155210,Minimum KYC,Active,23-10-2023,ESC3862892826003,10000,10000,10000,120000,10000,50507135949016
WLT776285243520,324281659182,Full KYC,Active,25-05-2023,ESC1262411204485,200000,200000,200000,2400000,200000,616397990242
WLT126054707447,130670404344,Minimum KYC,Closed,16-02-2022,ESC2652498765701,10000,10000,10000,120000,10000,85682183274
WLT074586164483,898552964027,Minimum KYC,Active,05-11-2021,ESC9010998651790,10000,10000,10000,120000,10000,97516239171
WLT607894899709,620411312255,Minimum KYC,Active,31-07-2022,ESC2480703332588,10000,10000,10000,120000,10000,9181863375897
WLT198631369970,633518539793,Full KYC,Active,07-12-2018,ESC2391467423479,200000,200000,200000,2400000,200000,523374172436
WLT496506794652,717805673755,Minimum KYC,Active,23-05-2021,ESC6970644046837,10000,10000,10000,120000,10000,6518145084704
WLT226908000987,757009468592,Minimum KYC,Active,23-01-2024,ESC2417831658999,10000,10000,10000,120000,10000,355317274968
WLT293664899039,286486911894,Full KYC,Active,05-11-2021,ESC6062545190270,200000,200000,200000,2400000,200000,4005884089653
WLT497291618884,422827476367,Minimum KYC,Active,15-04-2022,ESC1355573824921,10000,10000,10000,120000,10000,174358588026
WLT697842615826,691260492866,Full KYC,Closed,27-01-2025,ESC6789697410020,200000,200000,200000,2400000,200000,530413876153
WLT364877703010,418327985028,Full KYC,Active,28-11-2024,ESC6655269975722,200000,200000,200000,2400000,200000,28107619353758
WLT270717832861,859823664394,Full KYC,Active,28-03-2019,ESC5827583901433,200000,200000,200000,2400000,200000,39134142933
WLT138976027888,227444249332,Minimum KYC,Active,06-08-2021,ESC8957871181258,10000,10000,10000,120000,10000,2697097793268
WLT212578221580,711614883348,Full KYC,Active,29-09-2023,ESC2856875216852,200000,200000,200000,2400000,200000,49681964357
WLT123179494237,326019446216,Minimum KYC,Active,17-06-2020,ESC1411161372766,10000,10000,10000,120000,10000,6537468824239171
WLT957328116185,891493441824,Full KYC,Suspended,26-03-2018,ESC8803270581208,200000,200000,200000,2400000,200000,8362774183965
WLT905241179830,324429278213,Minimum KYC,Active,15-11-2022,ESC9193270917941,10000,10000,10000,120000,10000,17555929855
WLT421275867714,170027349279,Full KYC,Active,11-07-2020,ESC6027383393290,200000,200000,200000,2400000,200000,23341702466969
WLT768209314802,498735442948,Full KYC,Closed,05-04-2023,ESC8605919669694,200000,200000,200000,2400000,200000,10791769274
WLT940034759914,967699635075,Minimum KYC,Active,23-10-2023,ESC8732275145399,10000,10000,10000,120000,10000,9251109927057
WLT521586048828,212272146241,Full KYC,Active,27-04-2020,ESC4348258320780,200000,200000,200000,2400000,200000,5090270070852961
WLT669543204869,369567029517,Minimum KYC,Active,04-06-2020,ESC3031752334360,10000,10000,10000,120000,10000,4453358824530683
WLT502137175870,325757591531,Full KYC,Active,06-05-2021,ESC3780913437225,200000,200000,200000,2400000,200000,601882035098
WLT804127218917,283344469909,Minimum KYC,Active,14-10-2024,ESC6838523568948,10000,10000,10000,120000,10000,257506840779
WLT648944511713,424441732950,Full KYC,Active,12-02-2023,ESC9132550416053,200000,200000,200000,2400000,200000,9320485542834544
WLT084971506611,873691701637,Minimum KYC,Active,24-09-2024,ESC5350823387271,10000,10000,10000,120000,10000,4210863490116
WLT281621030474,106878708928,Full KYC,Active,08-05-2024,ESC7873947160783,200000,200000,200000,2400000,200000,640928576332
WLT110708565326,857387479426,Full KYC,Active,19-03-2021,ESC2328459010637,200000,200000,200000,2400000,200000,4543114546599
WLT000227547008,760764175514,Full KYC,Active,22-09-2023,ESC4556033951884,200000,200000,200000,2400000,200000,837877137687
WLT772235494512,918639108314,Full KYC,Active,14-09-2024,ESC6021215331207,200000,200000,200000,2400000,200000,3269750355597
WLT439826033933,500744800972,Minimum KYC,Active,20-05-2021,ESC8288146037325,10000,10000,10000,120000,10000,3044029557815
WLT429190531855,858072616128,Full KYC,Active,10-01-2025,ESC9374581831085,200000,200000,200000,2400000,200000,31773094607947
WLT982279602187,163453208933,Full KYC,Active,21-09-2022,ESC6626320045045,200000,200000,200000,2400000,200000,9279118195121
WLT738872689880,897904212029,Minimum KYC,Active,20-06-2022,ESC3697925281720,10000,10000,10000,120000,10000,2295135937089246
WLT720929952549,468221597216,Full KYC,Active,18-12-2023,ESC4109596517855,200000,200000,200000,2400000,200000,4694629546818
WLT433147091872,351271589374,Full KYC,Active,25-07-2019,ESC8887002237136,200000,200000,200000,2400000,200000,649781096430
WLT690022174040,179357346925,Full KYC,Active,14-08-2023,ESC4603685516427,200000,200000,200000,2400000,200000,530022394654
WLT773883514362,110664321676,Minimum KYC,Active,23-04-2019,ESC6510261053652,10000,10000,10000,120000,10000,2074863224284585
WLT860237620528,301100942503,Full KYC,Active,19-06-2024,ESC5031131228617,200000,200000,200000,2400000,200000,25168857622
WLT474335433457,979115525005,Full KYC,Closed,20-03-2024,ESC3072600953356,200000,200000,200000,2400000,200000,1057712941919146
WLT015458223192,308294851576,Full KYC,Active,30-08-2018,ESC4315103778088,200000,200000,200000,2400000,200000,538522095085
WLT514352344506,514676544963,Full KYC,Active,22-07-2019,ESC3218727422125,200000,200000,200000,2400000,200000,3164010945369450
WLT680204376724,637800641861,Full KYC,Active,19-08-2022,ESC9643167004654,200000,200000,200000,2400000,200000,6410423336657518
WLT650572219909,701422112832,Full KYC,Active,16-01-2022,ESC6741797664508,200000,200000,200000,2400000,200000,87203139195
WLT209711574242,904367507503,Full KYC,Active,31-07-2022,ESC5601374274181,200000,200000,200000,2400000,200000,8499903209806255
WLT197516836774,742974574883,Full KYC,Active,03-09-2023,ESC5222179648551,200000,200000,200000,2400000,200000,9286006571892
WLT823764126712,154465712578,Full KYC,Active,18-08-2019,ESC3422115386505,200000,200000,200000,2400000,200000,7423215839062682
WLT301149873094,256824981856,Minimum KYC,Active,17-11-2024,ESC1997489192019,10000,10000,10000,120000,10000,9126912510002
WLT067916493499,725849103563,Minimum KYC,Active,08-03-2020,ESC6991441349030,10000,10000,10000,120000,10000,3684366491363
WLT475844728846,875804034529,Minimum KYC,Active,22-05-2021,ESC5795269412488,10000,10000,10000,120000,10000,66984367564424
WLT808992643146,916208785602,Minimum KYC,Active,12-07-2024,ESC3397535342049,10000,10000,10000,120000,10000,1014063114686230
WLT222245710840,497301874873,Full KYC,Active,09-01-2024,ESC9357417974976,200000,200000,200000,2400000,200000,43686729986
WLT994891165348,332874529954,Full KYC,Active,06-04-2023,ESC8545350235711,200000,200000,200000,2400000,200000,15645789923
WLT050127255149,656832040779,Minimum KYC,Active,16-08-2024,ESC8785055705418,10000,10000,10000,120000,10000,287362728588
WLT681351474838,624126410907,Minimum KYC,Active,14-03-2021,ESC8630067843826,10000,10000,10000,120000,10000,2770849184218134
WLT657052004292,739533509906,Minimum KYC,Active,28-12-2024,ESC9009021446321,10000,10000,10000,120000,10000,91054272934877
WLT132139018914,193607680476,Full KYC,Active,15-05-2022,ESC7160740626238,200000,200000,200000,2400000,200000,61309235641618
WLT275615247476,760515248050,Full KYC,Active,21-06-2023,ESC9087559868539,200000,200000,200000,2400000,200000,846611002254
WLT528070270241,243376970362,Full KYC,Active,19-09-2024,ESC9162012767556,200000,200000,200000,2400000,200000,7741218733183
WLT795608059718,177692648020,Minimum KYC,Active,21-10-2023,ESC4195469905396,10000,10000,10000,120000,10000,81891589807
WLT170885325087,211059880783,Minimum KYC,Active,03-04-2017,ESC6715023747933,10000,10000,10000,120000,10000,24525445699
WLT827557317364,273712877652,Minimum KYC,Active,18-04-2020,ESC4974351257041,10000,10000,10000,120000,10000,6792422494185575
WLT619690392331,354618199782,Full KYC,Active,18-03-2019,ESC4766725649738,200000,200000,200000,2400000,200000,74385070916208
WLT818017638687,382002219733,Full KYC,Active,01-09-2021,ESC9797600871243,200000,200000,200000,2400000,200000,14094399190
WLT547492206277,936289263928,Full KYC,Active,03-02-2021,ESC4721901258485,200000,200000,200000,2400000,200000,251633718475
WLT270659543500,203576476778,Minimum KYC,Active,15-11-2022,ESC2541377514929,10000,10000,10000,120000,10000,9211332870104
WLT931369032129,938022738940,Full KYC,Active,15-03-2018,ESC6343518380524,200000,200000,200000,2400000,200000,51106173131996
WLT489570741793,338868900066,Full KYC,Active,31-07-2024,ESC3610065087973,200000,200000,200000,2400000,200000,32095013177497
WLT861409547010,461701821734,Full KYC,Active,18-06-2021,ESC7443880793541,200000,200000,200000,2400000,200000,109375573515
WLT781814070334,304113287102,Full KYC,Active,14-04-2024,ESC4038839431634,200000,200000,200000,2400000,200000,9203712847230
WLT966558017853,728215995310,Full KYC,Active,01-11-2021,ESC8825570081665,200000,200000,200000,2400000,200000,84724291886
WLT982890668079,330995753222,Minimum KYC,Active,26-11-2017,ESC3455744217721,10000,10000,10000,120000,10000,26792276262
WLT745087970631,289706904032,Full KYC,Active,24-02-2022,ESC5216721827347,200000,200000,200000,2400000,200000,9262170557657
WLT044071977860,565634630339,Full KYC,Active,06-12-2020,ESC2002431104572,200000,200000,200000,2400000,200000,7606359932928
WLT456707408340,250764438493,Full KYC,Active,03-12-2021,ESC8960380297139,200000,200000,200000,2400000,200000,998066037046
WLT216573358693,998772007118,Full KYC,Active,08-02-2021,ESC3943217415617,200000,200000,200000,2400000,200000,9205481718545
WLT800689080102,971880848388,Minimum KYC,Active,30-11-2024,ESC1157008016350,10000,10000,10000,120000,10000,5121699293714
WLT453300656540,178814399384,Full KYC,Active,28-07-2021,ESC3874011460036,200000,200000,200000,2400000,200000,55169792384
WLT080096892194,762942268096,Full KYC,Active,04-12-2024,ESC9398397572842,200000,200000,200000,2400000,200000,456800827047
WLT683691834919,704296825870,Minimum KYC,Active,24-10-2024,ESC4690811863159,10000,10000,10000,120000,10000,9156976344144
WLT584820573692,741080262366,Minimum KYC,Active,05-07-2016,ESC2650108231054,10000,10000,10000,120000,10000,748425982442
WLT535109893144,746969823509,Full KYC,Closed,19-02-2021,ESC8846696191971,200000,200000,200000,2400000,200000,60735110716
WLT349931366861,628593717439,Full KYC,Active,24-09-2023,ESC8143320451787,200000,200000,200000,2400000,200000,3220804282068
WLT002377446247,518940026594,Full KYC,Active,14-04-2022,ESC3915970757196,200000,200000,200000,2400000,200000,360040796998
WLT233966401900,169592256359,Full KYC,Active,28-02-2019,ESC8447437064184,200000,200000,200000,2400000,200000,91739902952
WLT015833474354,551294496127,Minimum KYC,Active,31-10-2021,ESC6882795241598,10000,10000,10000,120000,10000,95140723435
WLT969368308732,699260512507,Full KYC,Active,06-04-2021,ESC5353963583987,200000,200000,200000,2400000,200000,6402755774399
WLT155022849510,569692847662,Full KYC,Active,09-07-2021,ESC5366972227142,200000,200000,200000,2400000,200000,7355283916165931
WLT958811248973,626943657822,Minimum KYC,Active,11-05-2019,ESC3629901601293,10000,10000,10000,120000,10000,1709950702864
WLT295450028558,473504087488,Full KYC,Active,24-01-2024,ESC9222007243269,200000,200000,200000,2400000,200000,718052893885
WLT615847639120,810214602696,Minimum KYC,Active,03-12-2023,ESC6480930007165,10000,10000,10000,120000,10000,210257391820
WLT761915297674,753617751286,Minimum KYC,Active,20-09-2024,ESC5751342163236,10000,10000,10000,120000,10000,94994349283691
WLT305626956157,465047555772,Full KYC,Active,27-07-2024,ESC5572264301421,200000,200000,200000,2400000,200000,628336177817
WLT327525121084,820435261737,Full KYC,Active,19-09-2023,ESC5839439693024,200000,200000,200000,2400000,200000,9143659640013
WLT201988242452,794371693585,Full KYC,Active,03-01-2018,ESC4968311764244,200000,200000,200000,2400000,200000,2224480645708608
WLT474317113649,552714748431,Full KYC,Active,24-03-2021,ESC6494886331531,200000,200000,200000,2400000,200000,783750694800
WLT261638259757,794381535131,Full KYC,Active,21-04-2022,ESC5885530860585,200000,200000,200000,2400000,200000,364016887831
WLT103333038620,718288994789,Full KYC,Active,21-08-2018,ESC2763149692634,200000,200000,200000,2400000,200000,20691062374
WLT823438348697,127109468595,Full KYC,Active,24-06-2024,ESC4721226460524,200000,200000,200000,2400000,200000,21343074009436
WLT889851260476,360661795532,Full KYC,Active,04-05-2015,ESC1451483455031,200000,200000,200000,2400000,200000,57612647867
WLT152905414790,844238772005,Full KYC,Closed,24-09-2023,ESC1690154483559,200000,200000,200000,2400000,200000,24803833803
WLT063570159782,523650641811,Full KYC,Active,13-07-2021,ESC7531366403898,200000,200000,200000,2400000,200000,40398401864768
