account_number,customer_cif,customer_branch_ifsc,account_category,account_type,account_status,account_opening_date,inoperative_status_date,credit_summation_period,debit_summation_period
6627895389847610,608698492376,PUNB037020,Savings,BSBD,Active,19-06-2016,,517643.62,2233951.6
59940892041779,980311948420,KKBK014603,Salary,Premium,Active,15-02-2019,,1664261.17,1480007.13
9278477993145,116382889061,UTIB074941,Savings,Regular,Active,28-05-2018,,216177.38,2538962.45
9231505578526,116382889061,UTIB074941,Salary,Premium,Active,29-07-2023,,2142460.31,2488878.72
90116827332,454503252876,SBIN040706,Savings,BSBD,Active,28-05-2024,,1376222.95,1201574.19
14336527320,454503252876,SBIN040706,Salary,BSBD,Active,09-01-2022,,1201217.02,3414155.14
48712524518302,104341354955,HDFC065674,Savings,Regular,Dormant,22-01-2024,21-04-2024,219189.94,4830.75
73009158747011,104341354955,HDFC065674,Savings,Regular,Frozen,09-09-2023,,0.0,0.0
327775264744,894288134276,IOBA045170,Salary,Premium,Active,25-11-2023,,1885106.4,2273085.86
9060755308974,159815943136,BKID043494,Savings,Premium,Active,02-01-2020,,4144341.58,3045584.74
628662402162,159815943136,BKID043494,Fixed Deposit,Basic,Active,26-05-2016,,5297521.28,1753282.47
7534823405711931,843808301032,PUNB073870,Savings,BSBD,Active,04-09-2023,,2362756.61,2859903.95
85452153862,376892517964,BKID060930,Salary,Basic,Active,18-11-2022,,1832121.77,3952815.38
6567654611107,376892517964,BKID060930,Salary,Regular,Active,12-07-2024,,1570382.71,2655973.0
78829600047,773615639221,SBIN054467,Fixed Deposit,BSBD,Active,04-11-2020,,1817658.95,5251829.36
75661493081,773615639221,SBIN054467,Current,Premium,Active,06-12-2023,,1231525.34,3541701.94
181893677715,709655287733,CNRB046871,Current,Corporate,Active,20-12-2022,,11140482.61,11318445.12
5586404213173,709655287733,CNRB046871,Fixed Deposit,Corporate,Active,27-04-2024,,1176163.22,5661986.72
784392239755,289283141473,ICIC079023,Current,Regular,Active,22-03-2023,,2063512.98,2817883.83
143967855634,289283141473,ICIC079023,Savings,Premium,Active,09-03-2018,,122436.21,5891493.79
4734799117243837,570734500791,PUNB072879,Savings,Basic,Dormant,28-01-2024,30-11-2024,193249.64,973.12
1117752018222435,570734500791,PUNB072879,Current,BSBD,Active,03-09-2022,,1762194.92,2727488.26
211396262336,419477835349,BARB060577,Fixed Deposit,Premium,Active,02-03-2023,,1698462.32,1130595.82
10404266017733,419477835349,BARB060577,Fixed Deposit,Regular,Active,23-03-2023,,2753727.11,3397032.44
9295198438162,202263306779,UTIB021821,Current,Regular,Active,13-08-2019,,661568.77,1784524.84
983865888350,727705180753,ICIC049600,Current,Regular,Active,05-07-2024,,2236079.33,2447336.52
25298053105,221281567880,KKBK024636,Savings,BSBD,Active,06-04-2022,,531906.9,1873972.56
24531435707,297170706333,SBIN065217,Current,Regular,Frozen,06-09-2022,,0.0,0.0
57007652743,297170706333,SBIN065217,Current,Corporate,Active,23-05-2020,,8372910.43,9965993.1
60287873983150,181927142438,BARB026505,Fixed Deposit,BSBD,Active,24-10-2017,,866833.42,3233450.67
67652972735,181927142438,BARB026505,Fixed Deposit,Premium,Active,18-06-2018,,865240.64,5322845.99
6033746445673,613290416800,BARB029330,Savings,BSBD,Active,29-01-2023,,3346680.34,2993040.48
4675177646129,613290416800,BARB029330,Savings,Regular,Active,21-01-2023,,428307.79,907358.78
509338258383,692017703006,ICIC044517,Current,Premium,Active,01-05-2024,,1238289.04,1245132.26
584055485248,692017703006,ICIC044517,Fixed Deposit,Premium,Active,16-09-2023,,545295.06,666721.08
667473545036,357562876385,BKID057977,Savings,Regular,Active,25-10-2023,,1677270.93,4580962.37
35786671680837,357527378244,KKBK043674,Savings,Basic,Active,23-07-2021,,984538.34,1670528.74
41676932217259,357527378244,KKBK043674,Salary,Premium,Dormant,12-02-2021,25-03-2024,49603.87,16312.39
1730292011728,441301188150,KKBK059446,Current,Basic,Closed,24-02-2018,,0.0,0.0
92811707701,969739694006,SBIN017705,Current,Premium,Active,10-11-2023,,730713.82,3430611.08
476817489646,286754981784,BARB047177,Current,Basic,Active,23-11-2017,,2212730.6,5550107.96
97077373890897,286754981784,BARB047177,Fixed Deposit,BSBD,Active,12-06-2023,,5309568.9,2544933.06
52893045312,605017086072,BARB054661,Savings,Premium,Frozen,05-05-2021,,0.0,0.0
83128254960,605017086072,BARB054661,Savings,Basic,Active,29-05-2020,,2004019.36,4529767.77
94350843382,875583224069,CNRB069233,Fixed Deposit,Premium,Active,12-03-2024,,211983.7,2421186.94
763848926413,947434478150,ICIC030068,Savings,Regular,Active,19-11-2023,,2605701.8,1842846.28
13411993076776,585975588209,HDFC065367,Salary,Premium,Active,05-06-2023,,865291.31,4272182.41
42056503336,832090859506,SBIN093719,Salary,Premium,Active,07-01-2022,,1826464.73,2849076.65
31301684735,832090859506,SBIN093719,Savings,BSBD,Closed,08-11-2022,,0.0,0.0
69159738696,729483727255,KKBK032463,Current,Corporate,Active,29-09-2021,,1933185.79,7459332.96
1897035239847,729483727255,KKBK032463,Fixed Deposit,Corporate,Active,29-11-2023,,102115.16,1466964.26
9245035288344,566512611933,UTIB046896,Recurring Deposit,Regular,Active,22-11-2022,,587956.1,425507.6
20831190355,504925857932,CNRB082531,Fixed Deposit,Corporate,Active,14-12-2020,,9137567.48,6985243.61
35175263010002,140627248652,HDFC014826,Current,Basic,Active,08-08-2024,,824624.55,1654469.14
64439501784939,140627248652,HDFC014826,Savings,Basic,Active,29-08-2022,,5646423.41,12359173.32
349164400239,422058089341,BARB032619,Savings,Premium,Active,15-07-2024,,1124264.63,4290594.07
762818569542,422058089341,BARB032619,Fixed Deposit,Premium,Active,22-08-2020,,524107.06,2090258.21
9240988175325516,912697009039,PUNB060241,Current,Basic,Active,09-07-2023,,1745369.05,2818554.23
6635184519075428,912697009039,PUNB060241,Savings,BSBD,Active,20-05-2022,,527479.46,1010689.86
30958602369,108901504899,BKID076978,Recurring Deposit,Regular,Active,04-07-2023,,1510478.16,987812.75
84279429253,929186015901,SBIN010416,Savings,Regular,Active,18-09-2023,,1683648.06,2785362.95
45235298804,929186015901,SBIN010416,Savings,Premium,Active,26-04-2021,,862517.63,2417201.11
22202832706006,878417126817,HDFC022555,Current,Regular,Active,16-12-2018,,1897564.5,2830819.5
27779322101336,878417126817,HDFC022555,Salary,BSBD,Active,05-08-2023,,1129553.03,2530938.92
698029267580,838018636669,CNRB095251,Savings,BSBD,Active,08-04-2023,,1216209.4,2764443.24
61939149788989,673233785193,BARB067358,Fixed Deposit,BSBD,Active,26-02-2021,,722515.9,1533835.71
9308176125750,673233785193,BARB067358,Savings,Regular,Active,15-11-2022,,1314852.07,2337139.22
6386326919926,445659754284,KKBK063190,Fixed Deposit,Regular,Active,27-09-2024,,786870.66,4640160.28
339865275742,117576884848,ICIC086166,Savings,Basic,Active,07-03-2020,,1790658.67,3609247.85
514916887389,117576884848,ICIC086166,Salary,Regular,Active,28-11-2022,,1794473.69,3917906.43
145987211634,538374642353,IOBA016649,Recurring Deposit,Regular,Active,29-11-2024,,691499.26,1181969.32
4107627159590,538374642353,IOBA016649,Recurring Deposit,Basic,Active,05-12-2023,,1089824.22,1940999.31
20733297711,211483131250,BARB022533,Salary,BSBD,Dormant,26-08-2024,24-11-2024,3377.24,5134.78
87704728392984,211483131250,BARB022533,Salary,Regular,Active,24-03-2022,,1760548.93,5445084.82
17653563586,835775418555,SBIN041473,Fixed Deposit,Regular,Active,27-11-2024,,17536201.45,10016443.34
58378354384069,269810971021,HDFC040020,Salary,Premium,Active,10-07-2023,,1451117.8,1809791.61
65031477208111,269810971021,HDFC040020,Salary,Basic,Active,18-11-2024,,1652732.66,3627152.26
1510226784879301,200838741502,PUNB063988,NRO,Regular,Active,08-06-2022,,521023.28,1147563.09
6341795175892538,200838741502,PUNB063988,NRE,Premium,Active,31-07-2019,,563388.24,1473905.78
2414272680517,214609646232,IOBA062397,Savings,Basic,Active,08-11-2023,,799705.28,2440445.81
9375027214668,214609646232,IOBA062397,Current,BSBD,Active,10-10-2024,,1173167.3,2734150.13
46246113856478,536700871880,HDFC073962,Recurring Deposit,Basic,Active,24-07-2019,,1129087.31,2363968.96
85605412119240,536700871880,HDFC073962,Savings,Regular,Active,28-04-2024,,1615052.94,2647699.13
63525758889,321167073682,BKID078792,Savings,Premium,Active,25-04-2022,,1326222.09,3573086.48
1270728624402,321167073682,BKID078792,Salary,BSBD,Active,10-03-2023,,1272050.76,1856835.59
2639087228648,686473933099,CNRB098708,Salary,Premium,Active,13-12-2024,,1709987.98,4465153.23
52276144031448,686473933099,CNRB098708,Current,Premium,Active,31-08-2022,,2110750.2,4379894.32
5990507985167204,502154667634,PUNB026692,Current,Corporate,Active,27-01-2024,,49230.75,2686038.92
6889646630310367,502154667634,PUNB026692,Current,Regular,Active,08-03-2024,,12270117.37,10787931.17
107661384147,190333158105,CNRB044845,NRE,Premium,Active,20-12-2023,,1345785.41,2389469.55
93865455909823,496920059416,CNRB018729,Salary,BSBD,Active,02-02-2024,,887846.14,1985318.72
87694635027,496920059416,CNRB018729,Recurring Deposit,Regular,Active,02-03-2020,,1425995.86,2464775.19
3217243689073,632257134942,IOBA088161,Fixed Deposit,Regular,Active,02-09-2024,,1325591.19,10293125.05
33261673899,290501599767,SBIN012850,Savings,BSBD,Active,10-07-2023,,533714.29,2902829.6
37576677459,496253353335,BKID054791,Savings,Premium,Active,05-04-2024,,2001598.09,2388121.94
99203595638863,496253353335,BKID054791,Savings,BSBD,Frozen,01-01-2023,,0.0,0.0
976584688196,110854821678,ICIC030610,NRO,Regular,Closed,06-08-2024,,0.0,0.0
4731950109946154,481269731398,PUNB037838,Salary,Basic,Active,25-06-2019,,2021381.2,1818391.38
89951759440,378826407680,SBIN036252,Salary,Basic,Dormant,01-10-2020,14-04-2021,0.0,0.0
55092971216,378826407680,SBIN036252,Salary,BSBD,Active,16-03-2022,,1586124.28,2380347.66
51002555932,824073245972,BARB083757,Savings,Regular,Active,12-12-2021,,911585.33,1862930.27
547254476587,527816115607,ICIC045979,Current,Basic,Active,19-07-2024,,1400707.31,5215427.53
38187408700,132575400034,SBIN033656,Current,Basic,Active,16-11-2024,,1056858.69,1259664.01
17600937859760,437027703563,IOBA054708,Salary,Premium,Active,01-06-2024,,884429.39,1607721.44
9270169186574,379676564119,UTIB066670,Current,BSBD,Active,14-06-2024,,234764.28,3556183.25
9762490088718,314403281119,BKID016295,Salary,Regular,Dormant,12-12-2023,23-01-2025,11564.59,3434.44
196281543334,692913841475,ICIC088829,Salary,Regular,Active,14-10-2024,,1045352.57,1408824.52
178256923112,692913841475,ICIC088829,Savings,Premium,Active,27-12-2024,,3345656.09,7218523.19
9182060847815017,917383721126,PUNB073108,Savings,Premium,Dormant,30-03-2019,19-01-2024,203.34,187778.11
3627055992704036,917383721126,PUNB073108,Savings,BSBD,Active,29-11-2019,,2710906.95,3300827.5
353433971404,638873676798,CNRB047460,Savings,BSBD,Active,06-11-2024,,4003879.38,6302750.82
61923748956,638873676798,CNRB047460,Savings,Regular,Active,07-06-2024,,2863025.42,3927920.31
76583893267975,996524214885,KKBK069476,Savings,Regular,Active,16-04-2023,,1114711.95,2353772.93
4079765790799,996524214885,KKBK069476,Savings,Premium,Active,08-01-2022,,933703.16,1253687.16
8652126134138466,791176711624,PUNB056654,Recurring Deposit,Premium,Active,17-07-2023,,2929652.95,4024176.28
7254291841313833,791176711624,PUNB056654,Savings,Regular,Dormant,16-09-2022,24-02-2024,6579.61,101049.59
43532893712,885018827652,SBIN076745,NRE,Premium,Active,05-10-2022,,3186532.17,4201984.14
78014432971,885018827652,SBIN076745,NRE,Regular,Active,15-07-2021,,5076254.55,4500838.58
3924387948202,103417802796,KKBK052060,Savings,BSBD,Active,25-02-2023,,3002658.42,4298189.49
620361924369,103417802796,KKBK052060,Fixed Deposit,BSBD,Active,25-09-2024,,628641.25,2967108.23
318262794786,527819464183,ICIC081894,Fixed Deposit,Corporate,Active,03-03-2021,,11795651.43,6087395.8
392322065344,527819464183,ICIC081894,Fixed Deposit,Corporate,Active,31-07-2023,,1020717.71,5870948.98
31198376185,375070543509,SBIN051290,Savings,BSBD,Active,07-12-2021,,1189545.59,2099432.13
90920773577,375070543509,SBIN051290,Current,Premium,Active,23-12-2018,,996371.41,2333897.34
437599669799,922294414604,ICIC046156,Savings,Regular,Active,19-12-2021,,637451.34,1283251.14
224687036156,922294414604,ICIC046156,Current,BSBD,Active,14-09-2021,,1239241.93,3093886.94
12375781931791,251654103603,KKBK059550,Fixed Deposit,Corporate,Active,18-04-2023,,3195698.12,582018.67
24333223397,710458889441,BKID058957,Savings,Premium,Active,23-09-2022,,242362.41,5418013.48
6799341380951,388523220228,KKBK050372,Savings,Regular,Dormant,04-10-2021,01-05-2024,317420.59,39821.65
67842532974,388523220228,KKBK050372,Salary,Premium,Active,07-07-2024,,2047345.95,3927907.5
52371739418871,244051923035,HDFC024898,Savings,Basic,Active,31-12-2024,,1485216.29,2357651.22
31457371607768,244051923035,HDFC024898,Current,Premium,Active,09-08-2024,,1800939.32,4147386.78
44175056378253,904738421514,BARB017765,Savings,Basic,Active,07-11-2017,,359123.49,811730.06
26888645472442,904738421514,BARB017765,Salary,BSBD,Active,02-06-2020,,1251474.77,3261804.02
9172103593307,895116189085,UTIB015129,Savings,Regular,Active,28-12-2024,,275174.57,836196.83
9230411689597,895116189085,UTIB015129,Savings,Regular,Active,22-05-2023,,781334.44,971742.21
52378026906717,767230785028,IOBA034439,Current,Premium,Active,10-08-2024,,1938857.99,2656512.37
43383309309540,862298088808,KKBK081647,Salary,Basic,Active,11-03-2022,,573014.99,1033686.44
45425651069,938826484941,SBIN089749,Fixed Deposit,Corporate,Frozen,26-07-2019,,0.0,0.0
83787276112,938826484941,SBIN089749,Current,Regular,Active,14-10-2019,,11965234.27,9284737.0
86232555046128,914484295356,HDFC098267,Savings,Basic,Active,02-04-2021,,1497011.68,3653994.73
7313492437198772,842962943807,PUNB020361,Savings,BSBD,Active,09-11-2022,,1539782.21,3349193.68
1651787572496188,842962943807,PUNB020361,Fixed Deposit,Basic,Active,03-10-2024,,2064313.71,1383712.66
96155045896440,808494089748,BARB073752,Current,Premium,Active,27-01-2023,,1406173.43,3992566.79
54002571912,808494089748,BARB073752,Savings,BSBD,Active,12-05-2024,,3448339.84,4876173.25
651042730678,827274012468,KKBK020824,Savings,Basic,Active,04-11-2018,,1775684.99,1060589.7
78010326137175,827274012468,KKBK020824,Savings,Premium,Closed,21-11-2019,,0.0,0.0
884422273226,964676115412,IOBA080729,Recurring Deposit,BSBD,Active,01-08-2023,,495807.15,1552890.0
875856455638,964676115412,IOBA080729,Salary,Premium,Dormant,15-10-2020,04-09-2023,0.0,0.0
87987808076,669140455114,BARB031370,Salary,Premium,Active,22-10-2024,,1709493.13,2812596.94
783788752429,145274435473,IOBA051546,Fixed Deposit,Regular,Active,08-12-2022,,7416527.11,11248622.78
9259267752578,975007262416,UTIB015847,Current,BSBD,Active,05-02-2023,,1068803.75,2396806.9
9235138131956,975007262416,UTIB015847,Salary,Basic,Active,08-06-2023,,1970742.5,3617302.11
2435453052911110,746416872879,PUNB032992,Fixed Deposit,Regular,Active,15-09-2020,,138536.03,1934115.65
97050843979120,523073267793,HDFC087910,Salary,Regular,Active,26-09-2021,,571431.22,1514670.02
37529192283970,523073267793,HDFC087910,Salary,Premium,Active,03-03-2020,,1270464.65,3941268.94
9585079389582158,550471744756,PUNB093483,Savings,Premium,Active,02-07-2021,,641184.03,505795.31
92124843969222,732486723665,CNRB054458,Savings,Premium,Active,06-03-2024,,944701.44,1335449.72
7586795735207,732486723665,CNRB054458,Savings,BSBD,Active,26-12-2023,,621340.9,1350173.9
314112554187,863201356128,ICIC095745,Fixed Deposit,Basic,Active,26-09-2018,,8282627.77,3844014.03
9930739955424135,199432017130,PUNB034948,Salary,BSBD,Active,12-10-2023,,2959724.69,3872200.95
5278626173960802,199432017130,PUNB034948,Savings,Premium,Active,20-08-2023,,235747.0,1332417.86
207131436150,322029589779,ICIC027967,Current,Regular,Dormant,11-01-2022,13-04-2023,47636.57,12393.72
22673624638,771062429548,SBIN030405,Savings,Premium,Active,12-08-2023,,902749.54,3639548.92
21518229797,771062429548,SBIN030405,Recurring Deposit,Regular,Active,15-01-2023,,1950060.96,5954544.27
638377549751,931629654732,CNRB073300,Savings,Basic,Active,07-07-2019,,528863.0,1589768.82
65852523650,880377542450,KKBK093573,Savings,Premium,Active,10-07-2023,,1047862.24,1138961.61
431128129704,418501351683,ICIC026522,Current,Corporate,Active,13-01-2021,,1368684.2,2097634.95
77415628202005,445858896204,BKID073122,Savings,Basic,Active,10-08-2020,,349791.8,674803.32
6807839287503,784458343972,BKID069140,Recurring Deposit,BSBD,Dormant,14-10-2024,12-03-2025,3194.77,150990.64
701984283821,188687690576,CNRB048900,Savings,Premium,Active,17-10-2019,,984816.24,3947738.39
1872941211965,188687690576,CNRB048900,Recurring Deposit,Regular,Active,15-12-2023,,1476707.64,2888085.62
16558338984,419517736670,BARB029433,Savings,BSBD,Active,08-09-2022,,737137.67,1212919.85
8085796360564,419517736670,BARB029433,Recurring Deposit,BSBD,Active,13-05-2018,,475475.04,1629155.71
7883833947396324,363370737212,PUNB095197,Salary,Regular,Active,19-05-2019,,620027.62,1278648.96
9635318847345031,363370737212,PUNB095197,Savings,Basic,Active,19-08-2017,,2343295.74,6520492.16
770279707223,886847790695,IOBA033681,Salary,BSBD,Active,10-10-2021,,1358573.38,5836102.06
20291249995940,886847790695,IOBA033681,Savings,Basic,Active,11-05-2024,,745541.72,3664413.92
396013466670,103356707745,KKBK061512,Salary,Regular,Active,17-04-2024,,1525099.06,3302511.11
262067594907,103356707745,KKBK061512,Savings,Premium,Active,09-08-2022,,146891.34,1055544.86
13334039596,975642441925,BARB060409,Savings,BSBD,Active,23-02-2024,,1211562.6,2645429.75
31479411913192,975642441925,BARB060409,Savings,Premium,Active,31-05-2019,,1569039.26,2633348.74
87862048232,244751728929,KKBK097266,Salary,Premium,Active,11-05-2023,,1122302.7,2471751.4
736723065048,244751728929,KKBK097266,Recurring Deposit,Basic,Active,12-06-2020,,2005673.9,5812217.35
82972521022376,460556269422,KKBK027653,Savings,BSBD,Active,21-07-2024,,412206.54,1364504.35
547477301212,295582076500,IOBA018680,Savings,Regular,Active,14-11-2024,,430271.33,759423.46
65755874855630,295582076500,IOBA018680,Savings,BSBD,Active,13-03-2024,,1111313.99,1644018.96
9115091308276,922803586713,BKID026138,Savings,Basic,Active,05-02-2021,,50109.47,2573511.39
7231558928411,922803586713,BKID026138,Savings,Basic,Active,12-07-2019,,976208.69,1758861.27
2785511374865,299138574878,BKID013244,Salary,Basic,Active,19-10-2022,,1271163.58,1040334.63
8647015171079,299138574878,BKID013244,Current,Premium,Active,03-05-2023,,1054035.59,1357159.63
79723380505,757170697249,KKBK040972,Savings,Regular,Active,20-12-2023,,1800148.76,3376525.86
30603779416465,678782909730,HDFC025281,Salary,Regular,Frozen,10-07-2022,,0.0,0.0
60557842107388,678782909730,HDFC025281,Fixed Deposit,BSBD,Active,07-05-2020,,1779240.41,2454133.09
5489696325925,470350580874,BKID034159,Current,Corporate,Active,14-02-2017,,9494456.75,11578012.97
94758926322,111737300112,SBIN070454,Salary,Premium,Active,05-04-2024,,1781282.4,5225411.89
38826579600,872488583738,SBIN052884,Fixed Deposit,Basic,Active,03-04-2024,,1607960.87,3357562.72
77064115073,814302154055,SBIN074401,Salary,Premium,Active,16-01-2022,,3016869.96,4411905.16
863603360028,795857605419,BKID069654,Current,BSBD,Active,29-11-2019,,1128704.31,3675984.96
7336776508793,795857605419,BKID069654,Savings,BSBD,Active,25-07-2022,,1642484.17,2133314.7
81530471183277,761866493741,KKBK090801,Savings,Premium,Active,23-08-2020,,845566.15,2331167.29
2841575879568,761866493741,KKBK090801,Savings,BSBD,Active,22-07-2018,,1623774.53,2310596.74
59957791977,659800683813,BKID069237,Current,Corporate,Active,21-08-2020,,4946811.46,448120.71
4926274006794,659800683813,BKID069237,Fixed Deposit,Regular,Active,29-09-2020,,2275376.19,4084885.16
42495246043298,993069250702,HDFC091685,Savings,Basic,Active,29-12-2024,,571140.34,2175580.63
87227353644085,365556474560,BKID060062,Fixed Deposit,Regular,Active,22-11-2017,,2079595.95,1593686.48
526038783921,192871147868,ICIC026143,Salary,Regular,Active,05-11-2024,,1268289.0,2841858.68
105879235841,192871147868,ICIC026143,Fixed Deposit,Regular,Active,23-03-2023,,1308811.3,2006224.78
9187048979406,804944224247,UTIB085635,Savings,Regular,Active,10-08-2023,,2431474.54,2661101.14
46234597478,590493559859,SBIN011253,Current,Premium,Active,18-11-2020,,1019642.73,2712926.9
68305521518,302422613798,CNRB072964,Savings,Regular,Active,02-04-2024,,3215740.08,5492592.41
548083916975,302422613798,CNRB072964,Savings,BSBD,Active,25-12-2024,,960378.82,2289700.48
99591678327612,568416233429,HDFC029119,Current,Corporate,Closed,14-06-2019,,0.0,0.0
22322917390491,568416233429,HDFC029119,Current,Corporate,Active,31-07-2021,,666621.29,2065514.41
27137622388,931663259789,CNRB043842,Current,Corporate,Active,27-11-2020,,15838758.12,11413576.9
2961344558263,931663259789,CNRB043842,Current,Corporate,Active,03-03-2016,,10162648.65,8077537.7
743071567601,206385319764,BARB076819,Recurring Deposit,Basic,Dormant,02-10-2021,21-10-2024,0.0,7041.36
12612363540634,195852598897,IOBA099679,Savings,Premium,Active,29-09-2023,,863175.55,1469083.24
19634177012,195852598897,IOBA099679,Salary,BSBD,Dormant,19-09-2019,09-06-2024,0.0,59862.75
809900040007,777807704129,ICIC042463,Fixed Deposit,BSBD,Active,16-02-2018,,1389376.45,2355360.49
63067728739674,903380217095,HDFC032194,Savings,Regular,Active,03-08-2020,,720042.41,1733146.35
6561880918336237,277306787253,PUNB085798,Savings,BSBD,Active,08-11-2023,,1034193.41,1924099.04
5441517379888246,277306787253,PUNB085798,Savings,Premium,Active,22-02-2024,,1608828.88,2552437.81
462420247149,892377287106,KKBK098413,Savings,Regular,Active,04-10-2021,,2544442.53,2973552.71
97490326333,627264544124,IOBA076929,Savings,Basic,Active,14-12-2023,,1735110.69,5605724.8
33532329722,627264544124,IOBA076929,Savings,BSBD,Active,03-08-2024,,873728.52,1339220.95
61553823523,720560011853,CNRB058724,Fixed Deposit,Regular,Active,28-08-2024,,1090272.32,1448811.82
266575895604,282498041017,CNRB054072,Savings,Premium,Active,11-07-2023,,989648.65,1829554.28
18900877932,282498041017,CNRB054072,Savings,BSBD,Active,20-06-2023,,1073925.63,3870928.36
74984103230,815822403512,SBIN085184,Recurring Deposit,Regular,Active,14-08-2019,,2339548.96,3364276.41
259634057578,675392599601,BKID027361,Savings,Regular,Active,01-02-2022,,2386097.71,4815719.76
4713034911059,647899384715,KKBK066639,Salary,Premium,Active,23-11-2019,,2353534.97,3218792.73
4969448861287,647899384715,KKBK066639,Savings,Regular,Active,05-09-2019,,2481439.21,4312688.8
98349502536,555748626220,BARB048551,Fixed Deposit,BSBD,Active,06-07-2023,,1204442.24,2352807.05
9274822131906,840475723910,UTIB083589,Current,Regular,Active,15-06-2022,,461509.06,2682435.53
9144392097824,840475723910,UTIB083589,Savings,BSBD,Active,24-03-2024,,1923844.07,3391678.39
9007378369788,172634093209,BARB055584,Savings,Premium,Active,17-10-2023,,1529247.22,3339448.83
86509664887988,816116953888,IOBA086214,Savings,BSBD,Active,24-03-2024,,2018785.26,5130149.48
366108578643,816116953888,IOBA086214,Savings,Regular,Active,24-11-2024,,3367626.4,5790706.13
357734287527,769894432864,IOBA036373,Savings,BSBD,Active,28-12-2022,,837201.05,1927205.6
82463413396582,769894432864,IOBA036373,Current,BSBD,Active,24-01-2024,,1337262.34,4467161.3
8461750156972,198012964633,KKBK072864,Current,Premium,Active,14-07-2021,,1569986.9,2611836.29
4528412866741,198012964633,KKBK072864,Savings,Premium,Active,09-07-2021,,1056824.65,1339059.01
13562882770261,264519467724,HDFC067400,Salary,Regular,Active,17-05-2023,,1691145.99,3372373.96
9111477250467,268751023698,UTIB037464,Savings,BSBD,Active,06-10-2023,,574078.8,2409379.24
9215894178256,268751023698,UTIB037464,Salary,Premium,Active,28-10-2023,,1467774.38,4157970.24
4414753802046,660813859876,BARB028704,Savings,BSBD,Active,25-07-2020,,10847870.24,13145396.91
1670243109574,660813859876,BARB028704,Recurring Deposit,BSBD,Active,18-07-2023,,13764417.18,10810929.83
59898532993049,123362413448,HDFC054592,Savings,Basic,Active,10-08-2018,,2235102.61,3512149.44
380698400367,826224129308,ICIC076700,Current,Regular,Active,29-12-2022,,515795.69,3828348.72
924458381415,826224129308,ICIC076700,Recurring Deposit,BSBD,Active,05-08-2021,,936368.63,1619807.17
68129186860224,333052957077,KKBK055307,Current,Corporate,Active,16-05-2016,,6017674.97,9610976.02
388394737512,333052957077,KKBK055307,Fixed Deposit,Regular,Dormant,06-09-2022,02-11-2024,2772.94,0.0
62073312105,879364755348,BARB087502,Savings,Basic,Active,25-11-2016,,1293981.02,1790988.88
36137331335,118031234089,BARB028209,Current,Corporate,Active,28-06-2021,,1856950.83,6067926.68
4004391963510,294966136483,BKID042176,Salary,Basic,Active,26-05-2024,,1668262.02,988313.98
1699196140345,294966136483,BKID042176,Salary,Regular,Active,10-05-2024,,2260172.65,3959394.5
9830448792708,778371842931,BKID094477,Savings,BSBD,Active,08-11-2021,,1291331.87,2102685.4
78226558561543,778371842931,BKID094477,Savings,Regular,Active,10-07-2017,,1706806.24,2752791.32
96430620758,759914453364,SBIN055257,Recurring Deposit,Premium,Active,23-09-2024,,746795.23,1802021.84
8126928003168864,192120694168,PUNB078339,Fixed Deposit,Regular,Closed,16-06-2024,,0.0,0.0
5105026683272,563854141248,KKBK091720,Salary,BSBD,Active,11-07-2024,,750586.02,3611634.03
87342300712452,563854141248,KKBK091720,Salary,Regular,Active,09-11-2024,,1123292.34,2616740.34
9384731386212,843464902818,CNRB017618,Savings,Premium,Active,12-06-2024,,606558.12,807868.88
59908035280,843464902818,CNRB017618,Current,Regular,Active,10-06-2024,,2865850.74,4735234.98
77761983632,648866110121,BKID067081,Salary,Regular,Active,15-04-2020,,742911.64,2281284.53
16542592282,207554312676,CNRB073786,Savings,Premium,Active,05-07-2022,,3605957.44,3858664.5
5203411591111,207554312676,CNRB073786,Current,Basic,Active,03-05-2023,,1631836.67,2133264.39
573838020725,170890988994,ICIC079564,Current,Premium,Active,19-04-2016,,2056592.38,2007620.03
422310011301,170890988994,ICIC079564,Savings,BSBD,Active,19-12-2024,,1377905.64,2678907.61
64616012278331,163135833567,HDFC023040,Savings,Premium,Active,24-03-2023,,1734978.91,2256076.15
30275721507530,764036263361,IOBA048223,Recurring Deposit,BSBD,Active,05-09-2023,,1776992.08,2310888.07
91581782892,289759805840,SBIN083349,Current,Regular,Active,13-06-2015,,11622198.42,1833846.8
71281137397,289759805840,SBIN083349,Current,Regular,Active,25-09-2015,,3422366.92,12185990.24
8812969211535197,611018600521,PUNB099958,Fixed Deposit,Premium,Active,18-07-2024,,558143.4,1041456.87
9036810777854515,767449418234,PUNB078911,Savings,Regular,Active,27-11-2018,,742880.07,1729673.78
8387746022166658,767449418234,PUNB078911,Current,Premium,Dormant,18-02-2019,09-12-2022,0.0,4984.55
958680794202,605582252359,ICIC028179,Savings,Regular,Active,06-11-2021,,683120.94,3103197.9
26595589307,153173484280,BARB024022,Savings,Regular,Closed,28-10-2024,,0.0,0.0
943095310185,135366446097,ICIC073262,Savings,BSBD,Active,04-07-2024,,1360905.85,2579920.79
1709686850605,563003361835,IOBA078255,Salary,Premium,Active,17-09-2024,,781967.65,2945598.26
82536094717,563003361835,IOBA078255,Current,Basic,Active,13-10-2024,,1791104.42,2881563.45
