transaction_id,timestamp,datestamp,transaction_amount,currency,transaction_type_dr_cr,transaction_mode_channel_bank,cash_flag,transaction_type_ppi,transaction_mode_channel_ppi,transaction_status,wallet_balance_before,wallet_balance_after,source_of_funds_wallet,load_instrument_type,load_source_account_card_details,beneficiary_wallet_id_vpa,merchant_id,merchant_name,merchant_category_code,merchant_location,refund_chargeback_flag,customer_account_number,account_wallet_status,non_face_to_face_flag,pep_flag,hni_flag,minor_flag,customer_branch_ifsc_code,customer_cif_id,customer_cif_creation_date,annual_income,counterparty_account_number,counterparty_branch_ifsc_swift,customer_name,counterparty_name,sender_country_code,receiver_country_code,customer_current_risk_score,customer_type,customer_entity_type,account_category,account_type,account_wallet_opening_date,customer_occupation_industry,vkyc_flag,kyc_update_date,account_wallet_inoperative_date,source_of_funds,tax_residency,nationality,citizenship,residency,date_of_incorporation,place_of_incorporation,beneficial_owner_types,passive_nfe,address_registered_office,address_place_of_business,address_beneficial_owners,address_individual_customer,date_of_birth,father_spouse_name,identification_proof_doc_no,entity_identification_proof_doc_no,credit_summation_period,debit_summation_period,professional_experience_years,cif_beneficial_owners,name_beneficial_owners,mobile_number,pan,aadhaar_number,email_id,wallet_kyc_category,wallet_account_id,escrow_account_linked,transaction_limit_per_txn,daily_transaction_limit,monthly_transaction_limit,annual_transaction_limit,maximum_wallet_balance_limit,device_id_fingerprint,ip_address,geo_location_city_country,gps_coordinates_lat,gps_coordinates_lon,browser_app_information,session_id,authentication_method,vpn_flag,emulator_flag,customer_address_lat,customer_address_lon,is_aml,aml_typology,typology_group_id
TXNFQ5GPJECBMOQYZOQ,10:59:46,20-01-2026,328094.62,INR,Dr,NEFT,N,,,Success,,,,,,,,,,,N,12034822741,Active,Y,N,N,N,SBIN076555,626763475079,02-04-2023,343024,174358588026,CNRB060613,Anita Banerjee,Sachin Chatterjee,IN,IN,Low,Individual,Individual,Salary,Premium,20-05-2024,Consultant,N,23-11-2023,,Rental Income,India,Indian,Indian,Resident,,,,,,,,"61, NH Highway, Mysuru, Karnataka - 154397",22-08-1978,Harsh Nair,AADHAAR-2098XXXX1156,,1928998.28,4944780.23,17,,,8510369676,PSEPT0414B,XXXX-XXXX-4007,anita.banerjee405@outlook.com,,,,,,,,,45d061a8760f5b0e19474ffd7a1bf084,157.101.209.110,"Mysuru, IN",20.080678,73.430897,v9.1.0,fdee5b55976b4d198ee00ff0,PIN,N,N,20.077405,73.43937,1,Rapid Multi-Hop Layering,LAYER_00195
TXNKA4CPHOUUW5P33UA,23:53:34,27-02-2026,174.91,INR,Cr,Internet Banking,N,,,Success,,,,,,,,,,,N,535783762641,Active,N,N,N,N,BARB025204,549131385219,06-02-2019,188030,159526523617,CNRB047424,Priya Mehta,Geeta Nair,IN,IN,Low,Individual,Individual,Current,Regular,13-04-2022,Consultant,N,29-03-2021,,Salary,India,Indian,Indian,Resident,,,,,,,,"65, NH Highway, Muzaffarpur, Bihar - 761447",02-03-1992,Amit Mehta,AADHAAR-5633XXXX1915,,1257816.07,2073787.76,12,,,8071651064,PPWPH0237U,XXXX-XXXX-9142,priya.mehta535@rediffmail.com,,,,,,,,,46394d8f5efe7089d2e048f0f5f6b9f0,117.96.44.204,"Muzaffarpur, IN",20.814296,80.095974,Chrome/124.0,c41f75a5768ae7e23e4db8e0,PIN,N,N,20.823371,80.102175,0,,
TXNY21QX836TCWJNGKE,11:28:36,20-01-2026,4331.5,INR,Cr,POS,N,,,Success,,,,,,,MIDJY3DTYHXNM3Y,PVR Cinemas,8062,"Kolkata, West Bengal",N,42024865646739,Active,N,N,N,N,CNRB012145,808494089748,06-02-2015,1343198,41053513607,SBIN058348,Varun Deshmukh,Silver Exports,IN,IN,Medium,Individual,Individual,Savings,Basic,23-01-2017,Self-Employed - Professional,Y,27-03-2016,,Pension,India,Indian,Indian,Resident,,,,,,,,"144, Nehru Place, Kolkata, West Bengal - 220607",22-10-1991,Nikhil Agarwal,AADHAAR-7911XXXX1572,,1344015.24,2335630.25,15,,,8450420467,XKXPA1623J,XXXX-XXXX-1103,varun.deshmukh192@yahoo.co.in,,,,,,,,,cf7ca418b39188f5546a02088f7ea1ef,122.22.18.39,"Kolkata, IN",22.606813,88.327985,v9.1.0,72d78b6010722f94d36c1c05,OTP,N,N,22.607835,88.31975,0,,
TXNN9RRW1CWM6QOTRH5,19:06:18,06-02-2026,4418.27,INR,Dr,IMPS,N,,,Success,,,,,,,,,,,N,757699634326,Active,N,N,N,N,CNRB041619,303833485388,13-01-2020,574868,1650499383447095,PUNB084740,Varun Singh,Global Ventures,IN,IN,Medium,Individual,Individual,NRO,Basic,16-07-2023,Lawyer,N,01-08-2023,,Business Income,India,Indian,Indian,Resident,,,,,,,,"236, Ring Road, Puri, Odisha - 614581",10-10-2001,Harsh Mishra,AADHAAR-9899XXXX1527,,1420526.32,1796347.24,20,,,8074320351,WKCPD5102A,XXXX-XXXX-2692,varun.singh758@hotmail.com,,,,,,,,,19523179a058c3c38531bf9cffb07bca,106.75.64.47,"Puri, IN",15.64785,79.312026,v9.0.1,76ca2d3cda12c8ebcf278553,MPIN,N,N,15.644913,79.320017,0,,
TXNFA2TH8UM42AUU4P2,21:57:42,27-02-2026,17902.26,INR,Cr,UPI,N,,,Success,,,,,,sapnayadav93@okicici,MID9JCVYJZO1N8P,Paytm Mall,6051,"Amritsar, Punjab",N,82677326336,Active,Y,N,N,N,SBIN047674,555754012068,01-07-2018,244457,932027632086,ICIC052638,Gaurav Yadav,Sapna Yadav,IN,IN,Low,Individual,Individual,Salary,Corporate,16-09-2019,Self-Employed - Professional,Y,16-02-2021,,Investment Returns,India,Indian,Indian,Resident,,,,,,,,"351, MG Road, Amritsar, Punjab - 948312",09-12-1976,Aditya Rao,AADHAAR-6474XXXX3391,,1304652.75,2327726.92,16,,,9343014719,MVMPU3819O,XXXX-XXXX-0572,gaurav.yadav597@hotmail.com,,,,,,,,,028df0b187546b6627a40739cbd28de5,122.4.46.62,"Amritsar, IN",19.886284,82.444892,Chrome/124.0,f8a9bb3063fb17f8de76f7b6,PIN,Y,N,19.876819,82.452375,0,,
TXNZQMM369IR7X4K02N,16:45:54,25-02-2026,1013.06,INR,Dr,POS,N,,,Pending,,,,,,,MID72OLV2H9VC9H,Reliance Fresh,7995,"Coimbatore, Tamil Nadu",N,348045640314,Active,N,N,N,N,CNRB071159,145298195937,20-03-2024,132840611,30925102810291,HDFC073513,Diamond Services,Sanjay Agarwal,IN,IN,High,Non-Individual,Sole Proprietorship,Current,BSBD,19-09-2024,Financial Services,N,13-08-2024,,Donations,India,Indian,,Resident,11-12-2023,"Coimbatore, Tamil Nadu",Control through other means,N,"42 Corporate Park, Coimbatore, Tamil Nadu - 315974","Plot 138, Industrial Area, Coimbatore, Tamil Nadu","691, Residential Colony, Coimbatore, Tamil Nadu",,,,,U30862ZC1992PTC138518,11201540.01,7558598.57,,422630644283,Pooja Nair,7331856415,QUCFC4819L,,diamond773@hotmail.com,,,,,,,,,a0acce15f87bb4261acb4577284beefb,203.43.169.190,"Coimbatore, IN",19.979509,76.257763,v8.1.2,34117f60ed9e738200a27ee4,Biometric,N,N,19.97174,76.260327,0,,
TXND0Z5UNH4IHD05Q5X,19:16:45,05-12-2025,2854.97,INR,Cr,ATM,Y,,,Success,,,,,,,,,,,N,69699668824,Active,N,N,N,N,KKBK082361,292241246976,22-07-2022,255111298,510082735871,ICIC018909,Shri Trading Co,Vikram Chauhan,IN,IN,Low,Non-Individual,HUF,Current,Corporate,03-10-2023,Manufacturing,N,15-01-2024,,Trading Profits,India,Indian,,Resident,06-06-2020,"Kochi, Kerala",Shareholding > 25%,N,"8 Corporate Park, Kochi, Kerala - 414984","Plot 280, Industrial Area, Kochi, Kerala","487, Residential Colony, Kochi, Kerala",,,,,U62112DF1995PTC144550,4885418.36,13722832.17,,776883108981,Suresh Chatterjee,9173711565,KLRGF0223I,,shri879@outlook.com,,,,,,,,,c9ea16baf2f17ddd337ee387e957254f,103.217.96.9,"Kochi, IN",9.944327,76.28116,v7.5.3,83408364b82e9bd41c6ad4bc,PIN,N,N,9.935089,76.284469,0,,
TXNDWUACNGVZZYSQYE3,16:04:05,23-02-2026,473662.61,INR,Dr,IMPS,N,,,Success,,,,,,,,,,,N,43938023964,Active,N,N,N,N,BARB071235,474316311363,28-11-2007,289262997,80000032922503,HDFC077138,Golden Services,Amit Verma,IN,IN,Low,Non-Individual,HUF,Current,Basic,19-05-2019,Logistics,N,26-08-2009,,Government Grant,India,Indian,,Resident,26-08-1991,"Rourkela, Odisha",Shareholding > 25%,N,"173 Corporate Park, Rourkela, Odisha - 631939","Plot 355, Industrial Area, Rourkela, Odisha","24, Residential Colony, Rourkela, Odisha",,,,,U39455GW2023PTC787574,10558397.04,16635447.78,,484109598193,Kiran Banerjee,7172870378,TBIGA5417O,,golden361@rediffmail.com,,,,,,,,,47b03f75761f9dc9fed1cbb0c10038d6,59.27.97.188,"Rourkela, IN",25.11569,76.535991,Edge/124.0,75b0f265ec2ec8e6d942f489,OTP,N,N,25.113132,76.543412,1,Circular Transaction Loop,CIRC_00485
TXN5EALENYFZKJL2MNS,11:44:23,01-12-2025,38350.81,INR,Dr,IMPS,N,,,Success,,,,,,,,,,,N,94557202254,Active,N,N,N,N,BARB070817,685110954992,04-06-2019,488509,21985832995127,KKBK028650,Swati Gupta,Gaurav Bose,IN,IN,Low,Individual,Individual,Savings,BSBD,12-07-2021,Self-Employed - Retail,N,08-11-2020,,Salary,India,Indian,Indian,Resident,,,,,,,,"262, Ring Road, Madurai, Tamil Nadu - 131756",08-05-1982,Pranav Kumar,AADHAAR-7464XXXX7717,,186202.47,1861056.28,12,,,9157942860,BSMPY6641Y,XXXX-XXXX-3734,swati.gupta237@rediffmail.com,,,,,,,,,e82eb1ed0ad078ab672ded4a98d04d88,157.108.201.154,"Madurai, IN",15.603456,81.274371,Edge/124.0,6ee26d3273d6cf0b5b562c61,Biometric,Y,N,15.608011,81.283114,0,,
TXNPYJ05KOKW8WIHOXB,19:43:16,21-01-2026,96616.22,INR,Cr,Branch Cash,Y,,,Success,,,,,,,,,,,Y,150196473793,Active,Y,N,N,N,BKID039722,787728072939,25-08-2020,110720,89213464147,IOBA082421,Vikram Agarwal,Shweta Joshi,IN,IN,Low,Individual,Individual,Fixed Deposit,Regular,26-12-2024,Self-Employed - Professional,N,23-12-2022,,Agriculture Income,India,Indian,Indian,Resident,,,,,,,,"176, Gandhi Nagar, Noida, Uttar Pradesh - 724359",07-09-2003,Pranav Yadav,AADHAAR-2598XXXX2444,,1299478.32,2973753.24,18,,,8191335129,QLCPY9614V,XXXX-XXXX-0550,vikram.agarwal596@hotmail.com,,,,,,,,,3e62a2ccea572faee3ae406d49258fbb,49.88.18.100,"Noida, IN",17.801209,80.186937,Chrome/124.0,32b6e32a72a7a12f2d96fffe,Biometric,N,N,17.805189,80.184068,0,,
TXNGASKT73Q88X6VZ6E,13:47:31,14-12-2025,621327.84,INR,Dr,RTGS,N,,,Success,,,,,,,,,,,N,9150150987454,Active,Y,N,N,N,UTIB037524,572956803280,10-11-2017,1342279,12044461284387,BARB035599,Aditi Chatterjee,Rekha Joshi,IN,IN,Medium,Individual,Individual,Fixed Deposit,Regular,12-08-2018,Salaried - Government,Y,17-05-2022,,Agriculture Income,India,Indian,Indian,Resident,,,,,,,,"29, Nehru Place, Salem, Tamil Nadu - 172939",01-07-1968,Amit Das,AADHAAR-7196XXXX2282,,1031578.23,4416763.97,23,,,7965941127,PRJPM8766C,XXXX-XXXX-9035,aditi.chatterjee631@yahoo.co.in,,,,,,,,,7e1b7fe9c8ea75d0140d03ddad896e67,122.171.254.13,"Salem, IN",19.859044,79.567521,Firefox/125.0,07471e04e44053c0b3bf4bce,PIN,N,N,19.86695,79.57034,1,Rapid Multi-Hop Layering,LAYER_00505
TXNF703XQ926IC5U4US,14:02:26,01-12-2025,2005.37,INR,Dr,,N,P2M,QR Scan,Failed,1791.58,0,Bank Transfer,Net Banking,XXXX-XXXX-2294,pranavbane52@okhdfcbank,MID31CYUAU2BCXG,Lenskart,5541,"Cuttack, Odisha",N,28791817945391,Active,N,N,N,N,IOBA099128,978852983832,10-12-2022,234524,760186256328,KKBK045779,Amit Mishra,Pranav Banerjee,IN,IN,Low,Individual,Individual,NRO,Basic,20-03-2024,Doctor,Y,21-01-2024,,Salary,India,Indian,Indian,Resident,,,,,,,,"347, MG Road, Cuttack, Odisha - 833858",12-01-1967,Deepak Mishra,AADHAAR-4762XXXX7781,,2621975.66,2144031.95,29,,,9452850552,WEMPP2816U,XXXX-XXXX-0076,amit.mishra171@outlook.com,Full KYC,WLT243643636704,ESC8546656063137,200000,200000,200000,2400000,200000,6e91e98013246f5317f3d58d4f75c463,182.14.221.7,"Cuttack, IN",17.482707,78.562551,v7.5.3,19393cc12b878f2a5aac7066,Biometric,N,N,17.482408,78.561609,0,,
TXNGP5DO2V20G8BK6ZY,08:53:13,28-02-2026,23971.2,INR,Dr,ATM,Y,,,Success,,,,,,,,,,,N,5292499919647,Active,Y,N,N,N,IOBA048571,547092408196,22-01-2024,410727,2126410945515,IOBA088614,Shruti Kapoor,Sandeep Gupta,IN,IN,Low,Individual,Individual,Current,Corporate,27-12-2024,Doctor,N,14-04-2024,,Pension,India,Indian,Indian,Resident,,,,,,,,"18, Station Road, Agra, Uttar Pradesh - 473843",30-09-1974,Rohan Patel,AADHAAR-6715XXXX6180,,3151055.74,4189796.91,18,,,9921803909,NODPU5255D,XXXX-XXXX-6246,shruti.kapoor454@hotmail.com,,,,,,,,,af688cdd5dd918cb2b81cc996ffdbc0b,106.149.157.112,"Agra, IN",24.220283,77.955605,Safari/17.4,cc211ebf9fbc64a2aaf30e31,OTP,N,N,24.214283,77.954744,0,,
TXNNRBZ5W6FVULQISZP,11:17:08,06-01-2026,2659.0,INR,Dr,Internet Banking,N,,,Success,,,,,,,,,,,N,72849533355658,Active,N,N,N,N,IOBA088598,499585951011,14-07-2019,377359,55987649265242,BKID029424,Manoj Verma,Neha Verma,IN,IN,Low,Individual,Individual,Current,Regular,14-02-2023,Self-Employed - Retail,N,07-03-2025,,Agriculture Income,India,Indian,Indian,Resident,,,,,,,,"240, Gandhi Nagar, Gurugram, Haryana - 552725",16-02-2003,Rajesh Pandey,AADHAAR-4036XXXX2223,,1802788.12,5963858.17,3,,,7379933246,NHEPF8454L,XXXX-XXXX-8328,manoj.verma935@rediffmail.com,,,,,,,,,ff8c5cacbb0242c42d505be6236a34c3,157.57.66.136,"Gurugram, IN",21.339504,73.567753,v8.2.0,2cfd2770e2ee49b594b275f4,PIN,N,N,21.347209,73.573551,0,,
TXNWAKCECY3IIQ4HP7N,20:59:37,03-02-2026,4262.91,INR,Dr,Demand Draft,N,,,Success,,,,,,,,,,,N,7099713613867,Active,N,N,N,N,CNRB048687,873301069326,06-03-2021,211772,82507921446,SBIN064901,Nisha Gupta,Priya Agarwal,IN,IN,Low,Individual,Individual,Current,Premium,28-09-2021,Salaried - IT,N,19-09-2023,,Family Support,India,Indian,Indian,Resident,,,,,,,,"499, Nehru Place, Salem, Tamil Nadu - 839322",19-03-1974,Rohan Chatterjee,AADHAAR-8904XXXX4271,,2012079.67,2090629.11,5,,,9453661879,XFQPW0317H,XXXX-XXXX-5401,nisha.gupta435@yahoo.co.in,,,,,,,,,dba4339a87df19108623d1ad991fc3f6,182.129.218.106,"Salem, IN",16.888938,78.448405,v9.0.1,a6c8be62e06ad20b60aa15b0,Password,N,N,16.897504,78.443607,0,,
TXNNIUVEZ5O3Q4QFNEZ,15:27:05,28-12-2025,179779.2,INR,Dr,Internet Banking,N,,,Success,,,,,,,,,,,N,62274544038184,Active,Y,N,N,N,HDFC030813,800868037134,26-03-2016,1551286,230969711650,BARB068588,Yash Bose,Asha Bhat,IN,IN,Medium,Individual,Individual,Current,Premium,26-02-2020,Self-Employed - Professional,Y,03-12-2018,,Pension,India,Indian,Indian,Resident,,,,,,,,"391, Ring Road, Mumbai, Maharashtra - 916577",23-04-1989,Manoj Chauhan,AADHAAR-8286XXXX1234,,2610854.69,1962912.36,7,,,8502595136,HDOPJ2466X,XXXX-XXXX-9833,yash.bose410@rediffmail.com,,,,,,,,,1350acbab19beb8f5e725fc9f301ef94,59.122.111.168,"Mumbai, IN",19.080074,72.918601,Safari/17.4,7a26ea73c3f0b6dbca81ef66,Biometric,N,N,19.086408,72.92307,0,,
TXNDQVQQEQ57S2RXHH1,19:43:42,21-02-2026,291.11,INR,Cr,Mobile Banking,N,,,Success,,,,,,,MIDQNNDJ2QFITUF,Amazon India,5411,"Vadodara, Gujarat",N,56979423993986,Active,N,N,N,N,IOBA046701,951340697794,30-04-2023,193947,51305356019819,CNRB038101,Geeta Yadav,Komal Deshmukh,IN,IN,Low,Individual,Individual,Salary,Premium,27-07-2023,Salaried - Government,N,07-08-2024,,Business Income,India,Indian,Indian,Resident,,,,,,,,"132, MG Road, Vadodara, Gujarat - 659299",05-07-1993,Rohan Pillai,AADHAAR-2728XXXX8625,,875357.25,2347695.75,25,,,7379647914,AWRPK7549U,XXXX-XXXX-8499,geeta.yadav142@yahoo.co.in,,,,,,,,,6262fb2470a5adf493e9472658d5fac5,106.11.210.102,"Vadodara, IN",24.625744,74.71357,SamsungBrowser/24.0,24bf27db41242d43aa627911,MPIN,N,N,24.633463,74.72164,0,,
TXNHTJDBOVLASXZOZSZ,16:57:42,06-12-2025,25311.23,INR,Dr,IMPS,N,,,Success,,,,,,,,,,,N,43174446069024,Active,N,N,N,N,BKID095469,421381265000,15-08-2017,159013,60116891898,SBIN017589,Asha Pandey,Mamta Deshmukh,IN,IN,Low,Individual,Individual,Salary,Corporate,20-10-2023,Agriculture,N,16-01-2021,,Rental Income,India,Indian,Indian,Resident,,,,,,,,"274, NH Highway, Mysuru, Karnataka - 708995",01-06-1981,Amit Pillai,AADHAAR-8448XXXX9190,,3455096.71,3982185.25,5,,,6821229562,NIBPU1659F,XXXX-XXXX-9908,asha.pandey502@yahoo.co.in,,,,,,,,,ae1a4c08762e88227604c943a1f51a7d,157.38.179.175,"Mysuru, IN",24.307375,79.121783,SamsungBrowser/24.0,86e1594071763b1f3647a3aa,MPIN,N,N,24.306651,79.116638,0,,
TXNWIGK94S8H75HU06S,09:03:19,28-01-2026,2261.51,INR,Cr,Branch Cash,Y,,,Success,,,,,,,,,,,N,53880829145411,Active,N,N,N,N,CNRB012249,649311852436,17-02-2020,1841368,921069698722,ICIC022211,Tushar Iyer,Pallavi Das,IN,IN,High,Individual,Individual,NRO,BSBD,08-02-2022,Consultant,N,05-03-2024,,Pension,India,Indian,Indian,Resident,,,,,,,,"83, MG Road, Lucknow, Uttar Pradesh - 496083",20-06-2000,Nikhil Verma,AADHAAR-7015XXXX6074,,791122.38,1207257.91,23,,,9419372353,HZHPF2545C,XXXX-XXXX-6726,tushar.iyer992@hotmail.com,,,,,,,,,f30df1126f7ae68cfbe338b1d50cddf7,157.77.129.162,"Lucknow, IN",26.860477,80.965543,Firefox/125.0,2281e285d695901ef88158fe,MPIN,N,N,26.867691,80.959703,0,,
TXNTHIBEAJXVWA0ZZSO,13:06:52,08-02-2026,168139.2,INR,Cr,Mobile Banking,N,,,Success,,,,,,,,,,,N,2322358945542499,Active,N,N,N,N,PUNB010515,892982650234,13-06-2022,161157,8996790693590087,PUNB016743,Vivek Deshmukh,Mohit Mehta,IN,IN,Low,Individual,Individual,Recurring Deposit,BSBD,11-09-2022,Self-Employed - Professional,Y,05-05-2023,,Rental Income,India,Indian,Indian,Resident,,,,,,,,"462, NH Highway, Warangal, Telangana - 401868",26-01-1965,Arjun Verma,AADHAAR-3365XXXX1861,,1726022.83,1434448.71,17,,,7334043760,PFYPT9378Q,XXXX-XXXX-6113,vivek.deshmukh893@hotmail.com,,,,,,,,,84919391b150fe6bd01658cd0998653c,59.1.32.43,"Warangal, IN",18.381739,75.378788,Chrome/124.0,62cc3a7f2b2af1215ae77b3c,Biometric,N,N,18.387236,75.379979,0,,
TXNDHKXFL7X644D4KAC,09:11:01,14-01-2026,29702.83,INR,Dr,ATM,Y,,,Success,,,,,,,,,,,N,31249439139620,Active,N,N,N,N,HDFC033240,610430855819,31-08-2023,417784,93416108791451,HDFC052762,Komal Bose,Harsh Nair,IN,IN,Low,Individual,Individual,NRO,Premium,12-05-2024,Consultant,N,04-01-2024,,Family Support,India,Indian,Indian,Resident,,,,,,,,"389, Ring Road, Kochi, Kerala - 223374",26-11-2004,Mohit Agarwal,AADHAAR-5565XXXX8594,,2604199.48,3151752.78,16,,,7097307515,SCPPM9384N,XXXX-XXXX-6017,komal.bose638@gmail.com,,,,,,,,,1835e0539120fe6a631a831d388cfee4,103.149.79.175,"Kochi, IN",9.933382,76.271205,Firefox/125.0,c6ce14d4141410b27add9a00,MPIN,N,N,9.937302,76.278486,0,,
TXNV8MG4SWYJHMMXZVU,17:01:38,10-01-2026,180643.23,INR,Cr,Branch Cash,Y,,,Success,,,,,,,,,,,N,475196239881,Active,Y,N,N,N,BARB090335,732840816529,04-01-2018,245323,5090366757228,KKBK013067,Sapna Sen,Kiran Mukherjee,IN,IN,Low,Individual,Individual,Salary,Premium,26-09-2024,Self-Employed - Professional,N,12-02-2025,,Family Support,India,Indian,Indian,Resident,,,,,,,,"422, Park Street, Chandigarh, Punjab - 302283",19-02-1960,Akash Iyer,AADHAAR-2794XXXX5366,,1380090.38,3171746.78,13,,,8276343184,KUMPL2515U,XXXX-XXXX-0790,sapna.sen713@rediffmail.com,,,,,,,,,9e3352e6968f6865395ba49efea6e48a,59.21.213.116,"Chandigarh, IN",30.689554,76.781978,v7.5.3,f6215c71c836665d7d0fb09a,PIN,N,N,30.692333,76.782517,0,,
TXNXOOCU1U2K8DPEA0H,06:45:03,12-02-2026,1629.42,INR,Dr,Branch Cash,Y,,,Success,,,,,,,,,,,N,9269222354485,Active,N,N,N,N,UTIB056996,455881308267,10-07-2023,229008,623560025768,BKID092954,Anjali Malhotra,Jyoti Tiwari,IN,IN,Low,Individual,Individual,Savings,Premium,02-05-2024,Self-Employed - Retail,N,06-03-2024,,Pension,India,Indian,Indian,Resident,,,,,,,,"218, Station Road, Bhopal, Madhya Pradesh - 839416",07-08-1993,Kiran Sen,AADHAAR-8134XXXX8124,,3052691.11,3713144.78,28,,,9845633032,CBAPV8758I,XXXX-XXXX-7525,anjali.malhotra27@rediffmail.com,,,,,,,,,55ae14179ad4475152b9c2df74fb83e0,157.40.86.39,"Bhopal, IN",23.292538,77.448688,Safari/17.4,46ededdfbb2e3a26fad77eaa,PIN,N,N,23.282849,77.450133,0,,
TXN86GN7V9QM7FCKRB2,12:26:46,14-12-2025,178.01,INR,Cr,ATM,Y,,,Success,,,,,,,,,,,N,49621048706669,Active,N,N,N,N,HDFC040944,331719711340,10-06-2015,310435,10181949827900,KKBK099765,Nikhil Mukherjee,Anil Chatterjee,IN,IN,Low,Individual,Individual,NRO,Basic,10-10-2018,Self-Employed - Professional,Y,16-09-2018,,Rental Income,India,Indian,Indian,Resident,,,,,,,,"103, MG Road, Faridabad, Haryana - 987015",27-01-2005,Mohit Gupta,AADHAAR-5252XXXX7838,,1484949.79,1450536.95,37,,,7875596350,IDGPF5071E,XXXX-XXXX-2418,nikhil.mukherjee130@gmail.com,,,,,,,,,4f8c983603f786cd9328efe508625d4c,49.175.219.174,"Faridabad, IN",21.394137,79.466988,v8.2.0,edf87e93f7cba4c30697d32c,Biometric,N,N,21.387095,79.461548,0,,
TXNDAPPCZGHQ4OK5R40,13:18:53,15-02-2026,3805.08,INR,Cr,Demand Draft,N,,,Success,,,,,,,,,,,N,638424719998,Active,N,N,N,N,BKID068985,925170371472,14-01-2019,429988,9199521576812,UTIB069441,Manoj Malhotra,Anjali Malhotra,IN,IN,Low,Individual,Individual,NRE,Basic,08-05-2023,Salaried - IT,Y,09-08-2020,,Family Support,India,Indian,Indian,Resident,,,,,,,,"62, Ring Road, Bhopal, Madhya Pradesh - 435759",16-11-1963,Tushar Agarwal,AADHAAR-8895XXXX7328,,791464.67,1902100.09,18,,,7894124826,MIXPK3490K,XXXX-XXXX-2597,manoj.malhotra172@outlook.com,,,,,,,,,cc370e8b98f5b28e4a5b7ab696fadd68,182.210.202.128,"Bhopal, IN",23.215678,77.42972,Chrome/124.0,0ab4eac97c4bfb6aaa20ef07,OTP,N,N,23.212756,77.431218,0,,
TXN6O0ULCLYSOXW8UTE,16:08:47,11-02-2026,1954.12,INR,Dr,NEFT,N,,,Success,,,,,,,MID5TDBUD090WRS,Airtel Store,5999,"Rajkot, Gujarat",N,93563199081954,Active,N,N,N,N,BARB035976,595291608392,14-03-2020,1180249,73193777418743,IOBA019770,Meera Yadav,Vandana Das,IN,IN,Medium,Individual,Individual,NRE,BSBD,21-10-2021,Self-Employed - Retail,N,26-01-2025,,Pension,India,Indian,Indian,Resident,,,,,,,,"484, NH Highway, Rajkot, Gujarat - 821715",05-03-1996,Ashish Shah,AADHAAR-5474XXXX3366,,2335545.14,2446263.36,20,,,7533615403,TKAPE7381L,XXXX-XXXX-1882,meera.yadav253@yahoo.co.in,,,,,,,,,b428bc2c8e45208a674801dbabeb0d90,106.85.198.93,"Rajkot, IN",19.196864,76.014136,v9.1.0,20f562471f127fcdd8f9e182,OTP,N,N,19.203343,76.007063,0,,
TXNRN21IUOTMN8HWBJ6,16:45:20,13-01-2026,249.75,INR,Cr,RTGS,N,,,Success,,,,,,,,,,,N,31651574171829,Active,N,N,N,Y,KKBK056692,137303809077,06-02-2015,1203606,333909443495,ICIC076620,Deepak Iyer,Deepak Pillai,IN,IN,Medium,Individual,Individual,NRE,Premium,17-07-2018,Salaried - Government,N,02-12-2018,,Pension,India,Indian,Indian,Resident,,,,,,,,"46, MG Road, Indore, Madhya Pradesh - 466064",25-01-2012,Rajesh Mukherjee,AADHAAR-7962XXXX0400,,2849390.39,6343097.18,0,,,7288634752,NWPPP6389P,XXXX-XXXX-3203,deepak.iyer766@rediffmail.com,,,,,,,,,5dd24c9220f94b72378064b59bd0edb9,182.187.58.125,"Indore, IN",21.281345,74.750836,v8.2.0,d76f4b7a771b2c234742a32d,PIN,N,N,21.278258,74.756792,0,,
TXNOXWSD31Z57Z75UFB,15:04:18,12-02-2026,44657.18,INR,Dr,RTGS,N,,,Success,,,,,,,,,,,N,68380428253,Active,N,N,Y,N,SBIN032428,389761837921,12-12-2022,81652375,4030460012552113,PUNB056462,Pradeep Bhat,Divya Pandey,IN,IN,Low,Individual,Individual,Recurring Deposit,Corporate,05-01-2024,Agriculture,N,01-09-2023,,Family Support,India,Indian,Indian,Resident,,,,,,,,"117, NH Highway, Rohini, Delhi - 448956",26-10-1972,Yash Deshmukh,AADHAAR-3804XXXX7711,,132878.2,1765843.56,29,,,9681710688,KEIPW7261D,XXXX-XXXX-0351,pradeep.bhat524@hotmail.com,,,,,,,,,7df4a14f90bb30b9215d38c9d7cd2998,203.31.9.254,"Rohini, IN",18.48544,81.636549,v8.2.0,bc92c756bf6cebda7ff2fef8,OTP,N,N,18.484419,81.636887,0,,
